-40.0000,5538.0000
-39.2000,5787.0000
-38.4000,5470.0000
-37.6000,5395.0000
-36.8000,5599.0000
-36.0000,5987.0000
-35.2000,5694.0000
-34.4000,5888.0000
-33.6000,6478.0000
-32.8000,6171.0000
-32.0000,6117.0000
-31.2000,5861.0000
-30.4000,5728.0000
-29.6000,5718.0000
-28.8000,5614.0000
-28.0000,5370.0000
-27.2000,5328.0000
-26.4000,5937.0000
-25.6000,5960.0000
-24.8000,6235.0000
-24.0000,6888.0000
-23.2000,7255.0000
-22.4000,7181.0000
-21.6000,7050.0000
-20.8000,6823.0000
-20.0000,6267.0000
-19.2000,5717.0000
-18.4000,5434.0000
-17.6000,5480.0000
-16.8000,5813.0000
-16.0000,6547.0000
-15.2000,7117.0000
-14.4000,7988.0000
-13.6000,9335.0000
-12.8000,9861.0000
-12.0000,9919.0000
-11.2000,9688.0000
-10.4000,8995.0000
-9.6000,7557.0000
-8.8000,6619.0000
-8.0000,5702.0000
-7.2000,5307.0000
-6.4000,6501.0000
-5.6000,8537.0000
-4.8000,11702.0000
-4.0000,17004.0000
-3.2000,22480.0000
-2.4000,28046.0000
-1.6000,34394.0000
-0.8000,39848.0000
0.0000,42954.0000
0.8000,45439.0000
1.6000,45988.0000
2.4000,44786.0000
3.2000,41073.0000
4.0000,36098.0000
4.8000,31365.0000
5.6000,24716.0000
6.4000,19398.0000
7.2000,14586.0000
8.0000,9821.0000
8.8000,7061.0000
9.6000,5696.0000
10.4000,5486.0000
11.2000,5923.0000
12.0000,7068.0000
12.8000,8286.0000
13.6000,9126.0000
14.4000,10341.0000
15.2000,9904.0000
16.0000,9261.0000
16.8000,8831.0000
17.6000,7357.0000
18.4000,6757.0000
19.2000,6131.0000
20.0000,5534.0000
20.8000,5415.0000
21.6000,5373.0000
22.4000,5930.0000
23.2000,6112.0000
24.0000,6380.0000
24.8000,6775.0000
25.6000,6750.0000
26.4000,7012.0000
27.2000,6366.0000
28.0000,5934.0000
28.8000,6168.0000
29.6000,5518.0000
30.4000,5326.0000
31.2000,5519.0000
32.0000,5765.0000
32.8000,5739.0000
33.6000,5867.0000
34.4000,6135.0000
35.2000,6144.0000
36.0000,6303.0000
36.8000,6088.0000
37.6000,5515.0000
38.4000,6147.0000
39.2000,6010.0000
