MJD,Temperature [mdC]
57935.12935,-7690
57935.12938,-7690
57935.1294,-7690
57935.12942,-7695
57935.12945,-7695
57935.12947,-7700
57935.12949,-7700
57935.12952,-7705
57935.12954,-7709
57935.12956,-7709
57935.12959,-7709
57935.12961,-7714
57935.12963,-7714
57935.12966,-7714
57935.12968,-7719
57935.1297,-7714
57935.12972,-7719
57935.12975,-7719
57935.12977,-7719
57935.12979,-7719
57935.12982,-7719
57935.12984,-7719
57935.12986,-7719
57935.12989,-7714
57935.12991,-7714
57935.12993,-7714
57935.12996,-7719
57935.12998,-7719
57935.13,-7709
57935.13003,-7709
57935.13005,-7709
57935.13007,-7714
57935.13009,-7709
57935.13012,-7709
57935.13014,-7709
57935.13016,-7714
57935.13019,-7714
57935.13021,-7714
57935.13023,-7714
57935.13026,-7719
57935.13028,-7719
57935.1303,-7719
57935.13033,-7709
57935.13035,-7714
57935.13037,-7714
57935.1304,-7714
57935.13042,-7719
57935.13044,-7714
57935.13047,-7714
57935.13049,-7724
57935.13051,-7729
57935.13053,-7734
57935.13056,-7734
57935.13058,-7739
57935.1306,-7739
57935.13063,-7739
57935.13065,-7739
57935.13067,-7734
57935.1307,-7734
57935.13072,-7729
57935.13074,-7734
57935.13077,-7734
57935.13079,-7734
57935.13081,-7734
57935.13084,-7734
57935.13086,-7734
57935.13088,-7734
57935.13091,-7734
57935.13093,-7734
57935.13095,-7734
57935.13097,-7729
57935.131,-7729
57935.13102,-7724
57935.13104,-7724
57935.13107,-7724
57935.13109,-7719
57935.13111,-7719
57935.13114,-7724
57935.13116,-7729
57935.13118,-7734
57935.13121,-7734
57935.13123,-7734
57935.13125,-7739
57935.13128,-7734
57935.1313,-7744
57935.13132,-7744
57935.13134,-7744
57935.13137,-7744
57935.13139,-7744
57935.13141,-7744
57935.13144,-7749
57935.13146,-7749
57935.13148,-7749
57935.13151,-7749
57935.13153,-7749
57935.13155,-7749
57935.13158,-7749
57935.1316,-7754
57935.13162,-7749
57935.13165,-7749
57935.13167,-7749
57935.13169,-7749
57935.13172,-7749
57935.13174,-7749
57935.13176,-7749
57935.13178,-7749
57935.13181,-7749
57935.13183,-7749
57935.13185,-7749
57935.13188,-7754
57935.1319,-7754
57935.13192,-7754
57935.13195,-7754
57935.13197,-7754
57935.13199,-7758
57935.13202,-7754
57935.13204,-7754
57935.13206,-7758
57935.13209,-7754
57935.13211,-7749
57935.13213,-7749
57935.13216,-7749
57935.13218,-7749
57935.1322,-7749
57935.13222,-7749
57935.13225,-7749
57935.13227,-7749
57935.13229,-7749
57935.13232,-7749
57935.13234,-7754
57935.13236,-7749
57935.13239,-7749
57935.13241,-7749
57935.13243,-7758
57935.13246,-7754
57935.13248,-7758
57935.1325,-7754
57935.13253,-7758
57935.13255,-7758
57935.13257,-7758
57935.13259,-7754
57935.13262,-7754
57935.13264,-7754
57935.13266,-7754
57935.13269,-7754
57935.13271,-7754
57935.13273,-7754
57935.13276,-7749
57935.13278,-7749
57935.1328,-7749
57935.13283,-7749
57935.13285,-7749
57935.13287,-7744
57935.1329,-7744
57935.13292,-7744
57935.13294,-7744
57935.13297,-7744
57935.13299,-7744
57935.13301,-7744
57935.13303,-7744
57935.13306,-7739
57935.13308,-7739
57935.1331,-7734
57935.13313,-7734
57935.13315,-7729
57935.13317,-7734
57935.1332,-7729
57935.13322,-7729
57935.13324,-7734
57935.13327,-7729
57935.13329,-7729
57935.13331,-7729
57935.13334,-7729
57935.13336,-7729
57935.13338,-7729
57935.13341,-7729
57935.13343,-7724
57935.13345,-7729
57935.13347,-7729
57935.1335,-7724
57935.13352,-7724
57935.13354,-7724
57935.13357,-7724
57935.13359,-7724
57935.13361,-7724
57935.13364,-7724
57935.13366,-7724
57935.13368,-7729
57935.13371,-7729
57935.13373,-7729
57935.13375,-7729
57935.13378,-7734
57935.1338,-7739
57935.13382,-7739
57935.13384,-7744
57935.13387,-7744
57935.13389,-7744
57935.13391,-7744
57935.13394,-7744
57935.13396,-7744
57935.13398,-7744
57935.13401,-7739
57935.13403,-7739
57935.13405,-7739
57935.13408,-7739
57935.1341,-7744
57935.13412,-7739
57935.13415,-7739
57935.13417,-7739
57935.13419,-7744
57935.13422,-7739
57935.13424,-7744
57935.13426,-7744
57935.13428,-7744
57935.13431,-7744
57935.13433,-7744
57935.13435,-7744
57935.13438,-7744
57935.1344,-7739
57935.13442,-7739
57935.13445,-7739
57935.13447,-7739
57935.13449,-7734
57935.13452,-7734
57935.13454,-7734
57935.13456,-7729
57935.13459,-7729
57935.13461,-7729
57935.13463,-7729
57935.13466,-7734
57935.13468,-7734
57935.1347,-7734
57935.13472,-7734
57935.13475,-7734
57935.13477,-7734
57935.13479,-7734
57935.13482,-7734
57935.13484,-7734
57935.13486,-7739
57935.13489,-7739
57935.13491,-7739
57935.13493,-7739
57935.13496,-7739
57935.13498,-7739
57935.135,-7739
57935.13503,-7739
57935.13505,-7739
57935.13507,-7739
57935.13509,-7744
57935.13512,-7739
57935.13514,-7739
57935.13516,-7739
57935.13519,-7734
57935.13521,-7734
57935.13523,-7734
57935.13526,-7734
57935.13528,-7734
57935.1353,-7734
57935.13533,-7734
57935.13535,-7734
57935.13537,-7734
57935.1354,-7734
57935.13542,-7734
57935.13544,-7729
57935.13547,-7729
57935.13549,-7729
57935.13551,-7729
57935.13553,-7739
57935.13556,-7734
57935.13558,-7739
57935.1356,-7739
57935.13563,-7739
57935.13565,-7734
57935.13567,-7734
57935.1357,-7739
57935.13572,-7739
57935.13574,-7749
57935.13577,-7749
57935.13579,-7749
57935.13581,-7749
57935.13584,-7754
57935.13586,-7754
57935.13588,-7754
57935.13591,-7754
57935.13593,-7754
57935.13595,-7754
57935.13597,-7749
57935.136,-7749
57935.13602,-7754
57935.13604,-7749
57935.13607,-7749
57935.13609,-7749
57935.13611,-7749
57935.13614,-7749
57935.13616,-7754
57935.13618,-7754
57935.13621,-7754
57935.13623,-7754
57935.13625,-7754
57935.13628,-7754
57935.1363,-7754
57935.13632,-7754
57935.13634,-7754
57935.13637,-7754
57935.13639,-7758
57935.13641,-7754
57935.13644,-7758
57935.13646,-7758
57935.13648,-7758
57935.13651,-7758
57935.13653,-7758
57935.13655,-7754
57935.13658,-7758
57935.1366,-7758
57935.13662,-7758
57935.13665,-7763
57935.13667,-7758
57935.13669,-7754
57935.13672,-7754
57935.13674,-7749
57935.13676,-7749
57935.13678,-7749
57935.13681,-7754
57935.13683,-7758
57935.13685,-7758
57935.13688,-7758
57935.1369,-7763
57935.13692,-7763
57935.13695,-7763
57935.13697,-7763
57935.13699,-7763
57935.13702,-7758
57935.13704,-7758
57935.13706,-7763
57935.13709,-7763
57935.13711,-7763
57935.13713,-7763
57935.13716,-7763
57935.13718,-7768
57935.1372,-7763
57935.13722,-7768
57935.13725,-7768
57935.13727,-7763
57935.13729,-7763
57935.13732,-7763
57935.13734,-7768
57935.13736,-7763
57935.13739,-7763
57935.13741,-7763
57935.13743,-7758
57935.13746,-7758
57935.13748,-7758
57935.1375,-7758
57935.13753,-7758
57935.13755,-7763
57935.13757,-7758
57935.13759,-7763
57935.13762,-7763
57935.13764,-7758
57935.13766,-7758
57935.13769,-7758
57935.13771,-7758
57935.13773,-7758
57935.13776,-7758
57935.13778,-7758
57935.1378,-7758
57935.13783,-7758
57935.13785,-7758
57935.13787,-7758
57935.1379,-7758
57935.13792,-7754
57935.13794,-7754
57935.13797,-7754
57935.13799,-7754
57935.13801,-7749
57935.13803,-7749
57935.13806,-7744
57935.13808,-7744
57935.1381,-7739
57935.13813,-7739
57935.13815,-7739
57935.13817,-7734
57935.1382,-7734
57935.13822,-7734
57935.13824,-7734
57935.13827,-7734
57935.13829,-7739
57935.13831,-7739
57935.13834,-7739
57935.13836,-7734
57935.13838,-7734
57935.13841,-7734
57935.13843,-7734
57935.13845,-7734
57935.13847,-7729
57935.1385,-7734
57935.13852,-7734
57935.13854,-7734
57935.13857,-7729
57935.13859,-7729
57935.13861,-7729
57935.13864,-7729
57935.13866,-7729
57935.13868,-7724
57935.13871,-7724
57935.13873,-7719
57935.13875,-7719
57935.13878,-7719
57935.1388,-7719
57935.13882,-7714
57935.13884,-7719
57935.13887,-7719
57935.13889,-7719
57935.13891,-7719
57935.13894,-7719
57935.13896,-7714
57935.13898,-7714
57935.13901,-7714
57935.13903,-7719
57935.13905,-7719
57935.13908,-7714
57935.1391,-7714
57935.13912,-7719
57935.13915,-7719
57935.13917,-7724
57935.13919,-7724
57935.13922,-7729
57935.13924,-7724
57935.13926,-7729
57935.13928,-7729
57935.13931,-7729
57935.13933,-7729
57935.13935,-7734
57935.13938,-7734
57935.1394,-7734
57935.13942,-7739
57935.13945,-7734
57935.13947,-7734
57935.13949,-7734
57935.13952,-7744
57935.13954,-7744
57935.13956,-7744
57935.13959,-7739
57935.13961,-7739
57935.13963,-7744
57935.13966,-7744
57935.13968,-7744
57935.1397,-7744
57935.13972,-7744
57935.13975,-7744
57935.13977,-7739
57935.13979,-7739
57935.13982,-7744
57935.13984,-7744
57935.13986,-7734
57935.13989,-7734
57935.13991,-7734
57935.13993,-7734
57935.13996,-7734
57935.13998,-7734
57935.14,-7734
57935.14003,-7734
57935.14005,-7734
57935.14007,-7734
57935.14009,-7739
57935.14012,-7739
57935.14014,-7739
57935.14016,-7729
57935.14019,-7729
57935.14021,-7729
57935.14023,-7729
57935.14026,-7729
57935.14028,-7729
57935.1403,-7724
57935.14033,-7724
57935.14035,-7729
57935.14037,-7729
57935.1404,-7729
57935.14042,-7734
57935.14044,-7729
57935.14047,-7729
57935.14049,-7734
57935.14051,-7729
57935.14053,-7734
57935.14056,-7734
57935.14058,-7734
57935.1406,-7734
57935.14063,-7734
57935.14065,-7729
57935.14067,-7734
57935.1407,-7734
57935.14072,-7729
57935.14074,-7734
57935.14077,-7734
57935.14079,-7734
57935.14081,-7739
57935.14084,-7739
57935.14086,-7739
57935.14088,-7739
57935.14091,-7734
57935.14093,-7739
57935.14095,-7734
57935.14097,-7739
57935.141,-7734
57935.14102,-7734
57935.14104,-7734
57935.14107,-7734
57935.14109,-7729
57935.14111,-7729
57935.14114,-7729
57935.14116,-7734
57935.14118,-7734
57935.14121,-7729
57935.14123,-7729
57935.14125,-7729
57935.14128,-7729
57935.1413,-7729
57935.14132,-7729
57935.14134,-7729
57935.14137,-7729
57935.14139,-7734
57935.14141,-7729
57935.14144,-7729
57935.14146,-7729
57935.14148,-7729
57935.14151,-7729
57935.14153,-7729
57935.14155,-7734
57935.14158,-7729
57935.1416,-7729
57935.14162,-7739
57935.14165,-7739
57935.14167,-7739
57935.14169,-7739
57935.14172,-7744
57935.14174,-7744
57935.14176,-7744
57935.14178,-7739
57935.14181,-7739
57935.14183,-7739
57935.14185,-7739
57935.14188,-7744
57935.1419,-7744
57935.14192,-7744
57935.14195,-7744
57935.14197,-7744
57935.14199,-7744
57935.14202,-7744
57935.14204,-7739
57935.14206,-7739
57935.14209,-7739
57935.14211,-7739
57935.14213,-7734
57935.14216,-7739
57935.14218,-7739
57935.1422,-7734
57935.14222,-7739
57935.14225,-7739
57935.14227,-7739
57935.14229,-7739
57935.14232,-7734
57935.14234,-7734
57935.14236,-7734
57935.14239,-7734
57935.14241,-7729
57935.14243,-7729
57935.14246,-7729
57935.14248,-7729
57935.1425,-7724
57935.14253,-7729
57935.14255,-7729
57935.14257,-7729
57935.14259,-7729
57935.14262,-7729
57935.14264,-7724
57935.14266,-7724
57935.14269,-7729
57935.14271,-7729
57935.14273,-7734
57935.14276,-7729
57935.14278,-7729
57935.1428,-7729
57935.14283,-7734
57935.14285,-7734
57935.14287,-7734
57935.1429,-7734
57935.14292,-7734
57935.14294,-7734
57935.14297,-7724
57935.14299,-7729
57935.14301,-7729
57935.14303,-7729
57935.14306,-7729
57935.14308,-7729
57935.1431,-7734
57935.14313,-7739
57935.14315,-7739
57935.14317,-7739
57935.1432,-7734
57935.14322,-7734
57935.14324,-7734
57935.14327,-7734
57935.14329,-7739
57935.14331,-7739
57935.14334,-7739
57935.14336,-7739
57935.14338,-7739
57935.14341,-7734
57935.14343,-7739
57935.14345,-7734
57935.14347,-7734
57935.1435,-7734
57935.14352,-7734
57935.14354,-7734
57935.14357,-7734
57935.14359,-7744
57935.14361,-7744
57935.14364,-7744
57935.14366,-7744
57935.14368,-7749
57935.14371,-7749
57935.14373,-7739
57935.14375,-7739
57935.14378,-7739
57935.1438,-7739
57935.14382,-7739
57935.14384,-7739
57935.14387,-7739
57935.14389,-7739
57935.14391,-7739
57935.14394,-7739
57935.14396,-7739
57935.14398,-7739
57935.14401,-7739
57935.14403,-7739
57935.14405,-7739
57935.14408,-7739
57935.1441,-7744
57935.14412,-7744
57935.14415,-7744
57935.14417,-7749
57935.14419,-7749
57935.14422,-7754
57935.14424,-7754
57935.14426,-7749
57935.14428,-7744
57935.14431,-7749
57935.14433,-7749
57935.14435,-7749
57935.14438,-7749
57935.1444,-7749
57935.14442,-7754
57935.14445,-7749
57935.14447,-7749
57935.14449,-7758
57935.14452,-7763
57935.14454,-7763
57935.14456,-7763
57935.14459,-7763
57935.14461,-7768
57935.14463,-7763
57935.14466,-7763
57935.14468,-7768
57935.1447,-7768
57935.14472,-7768
57935.14475,-7773
57935.14477,-7773
57935.14479,-7768
57935.14482,-7768
57935.14484,-7768
57935.14486,-7778
57935.14489,-7778
57935.14491,-7778
57935.14493,-7783
57935.14496,-7783
57935.14498,-7783
57935.145,-7783
57935.14503,-7773
57935.14505,-7778
57935.14507,-7773
57935.14509,-7773
57935.14512,-7773
57935.14514,-7773
57935.14516,-7773
57935.14519,-7773
57935.14521,-7773
57935.14523,-7768
57935.14526,-7768
57935.14528,-7768
57935.1453,-7758
57935.14533,-7758
57935.14535,-7758
57935.14537,-7754
57935.1454,-7749
57935.14542,-7749
57935.14544,-7744
57935.14547,-7744
57935.14549,-7739
57935.14551,-7734
57935.14553,-7729
57935.14556,-7729
57935.14558,-7724
57935.1456,-7719
57935.14563,-7719
57935.14565,-7714
57935.14567,-7709
57935.1457,-7705
57935.14572,-7700
57935.14574,-7700
57935.14577,-7695
57935.14579,-7690
57935.14581,-7685
57935.14584,-7685
57935.14586,-7680
57935.14588,-7680
57935.14591,-7675
57935.14593,-7675
57935.14595,-7670
57935.14597,-7665
57935.146,-7665
57935.14602,-7660
57935.14604,-7656
57935.14607,-7651
57935.14609,-7646
57935.14611,-7641
57935.14614,-7636
57935.14616,-7636
57935.14618,-7631
57935.14621,-7631
57935.14623,-7621
57935.14625,-7621
57935.14628,-7616
57935.1463,-7612
57935.14632,-7612
57935.14634,-7607
57935.14637,-7602
57935.14639,-7597
57935.14641,-7592
57935.14644,-7592
57935.14646,-7582
57935.14648,-7577
57935.14651,-7568
57935.14653,-7563
57935.14655,-7558
57935.14658,-7553
57935.1466,-7548
57935.14662,-7548
57935.14665,-7543
57935.14667,-7538
57935.14669,-7529
57935.14672,-7524
57935.14674,-7519
57935.14676,-7509
57935.14678,-7504
57935.14681,-7494
57935.14683,-7490
57935.14685,-7485
57935.14688,-7475
57935.1469,-7470
57935.14692,-7465
57935.14695,-7465
57935.14697,-7460
57935.14699,-7451
57935.14702,-7446
57935.14704,-7441
57935.14706,-7431
57935.14709,-7426
57935.14711,-7421
57935.14713,-7417
57935.14716,-7407
57935.14718,-7402
57935.1472,-7397
57935.14722,-7387
57935.14725,-7378
57935.14727,-7373
57935.14729,-7363
57935.14732,-7358
57935.14734,-7353
57935.14736,-7344
57935.14739,-7334
57935.14741,-7324
57935.14743,-7319
57935.14746,-7310
57935.14748,-7305
57935.1475,-7295
57935.14753,-7290
57935.14755,-7281
57935.14757,-7271
57935.14759,-7261
57935.14762,-7247
57935.14764,-7242
57935.14766,-7237
57935.14769,-7232
57935.14771,-7227
57935.14773,-7218
57935.14776,-7213
57935.14778,-7208
57935.1478,-7198
57935.14783,-7194
57935.14785,-7189
57935.14787,-7184
57935.1479,-7179
57935.14792,-7174
57935.14794,-7169
57935.14797,-7165
57935.14799,-7160
57935.14801,-7155
57935.14803,-7145
57935.14806,-7140
57935.14808,-7136
57935.1481,-7126
57935.14813,-7121
57935.14815,-7111
57935.14817,-7107
57935.1482,-7097
57935.14822,-7092
57935.14824,-7087
57935.14827,-7078
57935.14829,-7073
57935.14831,-7063
57935.14834,-7058
57935.14836,-7054
57935.14838,-7049
57935.14841,-7044
57935.14843,-7039
57935.14845,-7034
57935.14847,-7025
57935.1485,-7020
57935.14852,-7015
57935.14854,-7001
57935.14857,-6996
57935.14859,-6986
57935.14861,-6977
57935.14864,-6972
57935.14866,-6962
57935.14868,-6957
57935.14871,-6948
57935.14873,-6938
57935.14875,-6933
57935.14878,-6928
57935.1488,-6919
57935.14882,-6914
57935.14884,-6904
57935.14887,-6895
57935.14889,-6890
57935.14891,-6880
57935.14894,-6876
57935.14896,-6871
57935.14898,-6861
57935.14901,-6852
57935.14903,-6842
57935.14905,-6837
57935.14908,-6828
57935.1491,-6823
57935.14912,-6813
57935.14915,-6809
57935.14917,-6804
57935.14919,-6799
57935.14922,-6794
57935.14924,-6785
57935.14926,-6780
57935.14928,-6775
57935.14931,-6775
57935.14933,-6756
57935.14935,-6751
57935.14938,-6742
57935.1494,-6737
57935.14942,-6727
57935.14945,-6722
57935.14947,-6713
57935.14949,-6708
57935.14952,-6699
57935.14954,-6694
57935.14956,-6689
57935.14959,-6679
57935.14961,-6675
57935.14963,-6670
57935.14966,-6660
57935.14968,-6656
57935.1497,-6651
57935.14972,-6641
57935.14975,-6641
57935.14977,-6627
57935.14979,-6617
57935.14982,-6608
57935.14984,-6603
57935.14986,-6594
57935.14989,-6584
57935.14991,-6579
57935.14993,-6575
57935.14996,-6565
57935.14998,-6560
57935.15,-6551
57935.15003,-6541
57935.15005,-6537
57935.15007,-6527
57935.15009,-6522
57935.15012,-6522
57935.15014,-6513
57935.15016,-6508
57935.15019,-6499
57935.15021,-6494
57935.15023,-6489
57935.15026,-6484
57935.15028,-6470
57935.1503,-6465
57935.15033,-6461
57935.15035,-6461
57935.15037,-6456
57935.1504,-6446
57935.15042,-6437
57935.15044,-6432
57935.15047,-6427
57935.15049,-6418
57935.15051,-6413
57935.15053,-6404
57935.15056,-6399
57935.15058,-6394
57935.1506,-6385
57935.15063,-6380
57935.15065,-6370
57935.15067,-6361
57935.1507,-6351
57935.15072,-6342
57935.15074,-6337
57935.15077,-6328
57935.15079,-6323
57935.15081,-6314
57935.15084,-6304
57935.15086,-6295
57935.15088,-6290
57935.15091,-6281
57935.15093,-6271
57935.15095,-6262
57935.15097,-6257
57935.151,-6247
57935.15102,-6243
57935.15104,-6233
57935.15107,-6224
57935.15109,-6219
57935.15111,-6210
57935.15114,-6205
57935.15116,-6196
57935.15118,-6191
57935.15121,-6186
57935.15123,-6177
57935.15125,-6172
57935.15128,-6163
57935.1513,-6158
57935.15132,-6153
57935.15134,-6148
57935.15137,-6148
57935.15139,-6130
57935.15141,-6125
57935.15144,-6120
57935.15146,-6111
57935.15148,-6106
57935.15151,-6097
57935.15153,-6092
57935.15155,-6083
57935.15158,-6078
57935.1516,-6068
57935.15162,-6068
57935.15165,-6064
57935.15167,-6054
57935.15169,-6050
57935.15172,-6040
57935.15174,-6036
57935.15176,-6031
57935.15178,-6017
57935.15181,-6012
57935.15183,-6007
57935.15185,-6003
57935.15188,-5998
57935.1519,-5989
57935.15192,-5979
57935.15195,-5975
57935.15197,-5970
57935.15199,-5961
57935.15202,-5956
57935.15204,-5951
57935.15206,-5942
57935.15209,-5932
57935.15211,-5928
57935.15213,-5923
57935.15216,-5914
57935.15218,-5909
57935.1522,-5900
57935.15222,-5895
57935.15225,-5890
57935.15227,-5886
57935.15229,-5876
57935.15232,-5872
57935.15234,-5867
57935.15236,-5858
57935.15239,-5848
57935.15241,-5839
57935.15243,-5830
57935.15246,-5820
57935.15248,-5815
57935.1525,-5811
57935.15253,-5806
57935.15255,-5797
57935.15257,-5792
57935.15259,-5783
57935.15262,-5778
57935.15264,-5769
57935.15266,-5764
57935.15269,-5755
57935.15271,-5746
57935.15273,-5736
57935.15276,-5732
57935.15278,-5727
57935.1528,-5718
57935.15283,-5713
57935.15285,-5704
57935.15287,-5699
57935.1529,-5694
57935.15292,-5685
57935.15294,-5676
57935.15297,-5671
57935.15299,-5657
57935.15301,-5652
57935.15303,-5643
57935.15306,-5638
57935.15308,-5634
57935.1531,-5629
57935.15313,-5620
57935.15315,-5615
57935.15317,-5611
57935.1532,-5606
57935.15322,-5597
57935.15324,-5592
57935.15327,-5587
57935.15329,-5583
57935.15331,-5578
57935.15334,-5573
57935.15336,-5569
57935.15338,-5564
57935.15341,-5555
57935.15343,-5550
57935.15345,-5541
57935.15347,-5536
57935.1535,-5532
57935.15352,-5522
57935.15354,-5518
57935.15357,-5513
57935.15359,-5509
57935.15361,-5499
57935.15364,-5490
57935.15366,-5485
57935.15368,-5481
57935.15371,-5472
57935.15373,-5467
57935.15375,-5458
57935.15378,-5448
57935.1538,-5444
57935.15382,-5439
57935.15384,-5430
57935.15387,-5425
57935.15389,-5421
57935.15391,-5416
57935.15394,-5411
57935.15396,-5402
57935.15398,-5393
57935.15401,-5388
57935.15403,-5384
57935.15405,-5374
57935.15408,-5365
57935.1541,-5361
57935.15412,-5351
57935.15415,-5342
57935.15417,-5333
57935.15419,-5328
57935.15422,-5324
57935.15424,-5319
57935.15426,-5305
57935.15428,-5301
57935.15431,-5296
57935.15433,-5282
57935.15435,-5278
57935.15438,-5273
57935.1544,-5264
57935.15442,-5259
57935.15445,-5250
57935.15447,-5245
57935.15449,-5241
57935.15452,-5241
57935.15454,-5232
57935.15456,-5222
57935.15459,-5218
57935.15461,-5213
57935.15463,-5209
57935.15466,-5204
57935.15468,-5195
57935.1547,-5190
57935.15472,-5186
57935.15475,-5177
57935.15477,-5167
57935.15479,-5158
57935.15482,-5149
57935.15484,-5144
57935.15486,-5140
57935.15489,-5126
57935.15491,-5126
57935.15493,-5121
57935.15496,-5112
57935.15498,-5108
57935.155,-5099
57935.15503,-5094
57935.15505,-5085
57935.15507,-5080
57935.15509,-5071
57935.15512,-5066
57935.15514,-5062
57935.15516,-5053
57935.15519,-5048
57935.15521,-5044
57935.15523,-5030
57935.15526,-5025
57935.15528,-5021
57935.1553,-5016
57935.15533,-5012
57935.15535,-5007
57935.15537,-5002
57935.1554,-4998
57935.15542,-4998
57935.15544,-4989
57935.15547,-4984
57935.15549,-4980
57935.15551,-4975
57935.15553,-4970
57935.15556,-4966
57935.15558,-4961
57935.1556,-4952
57935.15563,-4948
57935.15565,-4943
57935.15567,-4939
57935.1557,-4929
57935.15572,-4920
57935.15574,-4916
57935.15577,-4911
57935.15579,-4902
57935.15581,-4897
57935.15584,-4888
57935.15586,-4884
57935.15588,-4875
57935.15591,-4866
57935.15593,-4861
57935.15595,-4852
57935.15597,-4843
57935.156,-4834
57935.15602,-4829
57935.15604,-4820
57935.15607,-4816
57935.15609,-4806
57935.15611,-4802
57935.15614,-4788
57935.15616,-4784
57935.15618,-4779
57935.15621,-4770
57935.15623,-4766
57935.15625,-4761
57935.15628,-4752
57935.1563,-4747
57935.15632,-4738
57935.15634,-4734
57935.15637,-4725
57935.15639,-4716
57935.15641,-4707
57935.15644,-4702
57935.15646,-4697
57935.15648,-4693
57935.15651,-4679
57935.15653,-4675
57935.15655,-4666
57935.15658,-4661
57935.1566,-4652
57935.15662,-4648
57935.15665,-4643
57935.15667,-4630
57935.15669,-4625
57935.15672,-4616
57935.15674,-4607
57935.15676,-4598
57935.15678,-4589
57935.15681,-4580
57935.15683,-4571
57935.15685,-4562
57935.15688,-4557
57935.1569,-4548
57935.15692,-4544
57935.15695,-4535
57935.15697,-4526
57935.15699,-4517
57935.15702,-4512
57935.15704,-4503
57935.15706,-4494
57935.15709,-4490
57935.15711,-4481
57935.15713,-4476
57935.15716,-4472
57935.15718,-4467
57935.1572,-4463
57935.15722,-4458
57935.15725,-4454
57935.15727,-4449
57935.15729,-4440
57935.15732,-4435
57935.15734,-4431
57935.15736,-4422
57935.15739,-4417
57935.15741,-4408
57935.15743,-4404
57935.15746,-4400
57935.15748,-4391
57935.1575,-4386
57935.15753,-4382
57935.15755,-4373
57935.15757,-4368
57935.15759,-4364
57935.15762,-4355
57935.15764,-4350
57935.15766,-4341
57935.15769,-4337
57935.15771,-4328
57935.15773,-4323
57935.15776,-4319
57935.15778,-4314
57935.1578,-4305
57935.15783,-4301
57935.15785,-4296
57935.15787,-4283
57935.1579,-4278
57935.15792,-4274
57935.15794,-4265
57935.15797,-4260
57935.15799,-4251
57935.15801,-4242
57935.15803,-4234
57935.15806,-4229
57935.15808,-4220
57935.1581,-4211
57935.15813,-4207
57935.15815,-4198
57935.15817,-4193
57935.1582,-4184
57935.15822,-4180
57935.15824,-4171
57935.15827,-4166
57935.15829,-4157
57935.15831,-4153
57935.15834,-4144
57935.15836,-4140
57935.15838,-4131
57935.15841,-4126
57935.15843,-4122
57935.15845,-4117
57935.15847,-4108
57935.1585,-4104
57935.15852,-4099
57935.15854,-4095
57935.15857,-4086
57935.15859,-4077
57935.15861,-4073
57935.15864,-4068
57935.15866,-4064
57935.15868,-4059
57935.15871,-4050
57935.15873,-4046
57935.15875,-4042
57935.15878,-4037
57935.1588,-4028
57935.15882,-4024
57935.15884,-4015
57935.15887,-4010
57935.15889,-4006
57935.15891,-3997
57935.15894,-3988
57935.15896,-3979
57935.15898,-3970
57935.15901,-3966
57935.15903,-3957
57935.15905,-3953
57935.15908,-3944
57935.1591,-3939
57935.15912,-3935
57935.15915,-3930
57935.15917,-3921
57935.15919,-3917
57935.15922,-3908
57935.15924,-3904
57935.15926,-3895
57935.15928,-3886
57935.15931,-3877
57935.15933,-3868
57935.15935,-3864
57935.15938,-3859
57935.1594,-3851
57935.15942,-3846
57935.15945,-3842
57935.15947,-3833
57935.15949,-3824
57935.15952,-3815
57935.15954,-3811
57935.15956,-3806
57935.15959,-3793
57935.15961,-3789
57935.15963,-3780
57935.15966,-3771
57935.15968,-3762
57935.1597,-3753
57935.15972,-3744
57935.15975,-3740
57935.15977,-3731
57935.15979,-3727
57935.15982,-3722
57935.15984,-3718
57935.15986,-3718
57935.15989,-3709
57935.15991,-3700
57935.15993,-3696
57935.15996,-3691
57935.15998,-3683
57935.16,-3674
57935.16003,-3665
57935.16005,-3661
57935.16007,-3656
57935.16009,-3647
57935.16012,-3643
57935.16014,-3634
57935.16016,-3630
57935.16019,-3630
57935.16021,-3621
57935.16023,-3612
57935.16026,-3612
57935.16028,-3608
57935.1603,-3603
57935.16033,-3599
57935.16035,-3595
57935.16037,-3590
57935.1604,-3586
57935.16042,-3581
57935.16044,-3573
57935.16047,-3564
57935.16049,-3559
57935.16051,-3546
57935.16053,-3537
57935.16056,-3529
57935.16058,-3524
57935.1606,-3515
57935.16063,-3511
57935.16065,-3502
57935.16067,-3494
57935.1607,-3489
57935.16072,-3480
57935.16074,-3472
57935.16077,-3463
57935.16079,-3458
57935.16081,-3450
57935.16084,-3441
57935.16086,-3437
57935.16088,-3432
57935.16091,-3423
57935.16093,-3415
57935.16095,-3406
57935.16097,-3402
57935.161,-3388
57935.16102,-3384
57935.16104,-3380
57935.16107,-3371
57935.16109,-3362
57935.16111,-3358
57935.16114,-3353
57935.16116,-3340
57935.16118,-3336
57935.16121,-3327
57935.16123,-3323
57935.16125,-3314
57935.16128,-3310
57935.1613,-3305
57935.16132,-3297
57935.16134,-3292
57935.16137,-3288
57935.16139,-3279
57935.16141,-3275
57935.16144,-3271
57935.16146,-3262
57935.16148,-3253
57935.16151,-3249
57935.16153,-3240
57935.16155,-3231
57935.16158,-3227
57935.1616,-3218
57935.16162,-3214
57935.16165,-3214
57935.16167,-3205
57935.16169,-3197
57935.16172,-3192
57935.16174,-3184
