MJD,Temperature [mdC]
57934.45018,49835
57934.45019,49835
57934.4502,49835
57934.45021,49835
57934.45022,49831
57934.45023,49835
57934.45025,49835
57934.45026,49835
57934.45027,49835
57934.45028,49831
57934.45029,49835
57934.4503,49835
57934.45031,49835
57934.45033,49835
57934.45034,49835
57934.45035,49835
57934.45036,49835
57934.45037,49831
57934.45038,49831
57934.4504,49835
57934.45041,49831
57934.45042,49831
57934.45043,49831
57934.45044,49831
57934.45045,49831
57934.45047,49831
57934.45048,49831
57934.45049,49831
57934.4505,49831
57934.45051,49831
57934.45052,49826
57934.45053,49831
57934.45055,49826
57934.45056,49826
57934.45057,49826
57934.45058,49826
57934.45059,49826
57934.4506,49826
57934.45062,49826
57934.45063,49826
57934.45064,49826
57934.45065,49826
57934.45066,49826
57934.45067,49826
57934.45069,49826
57934.4507,49826
57934.45071,49826
57934.45072,49826
57934.45073,49826
57934.45074,49826
57934.45075,49826
57934.45077,49826
57934.45078,49826
57934.45079,49826
57934.4508,49826
57934.45081,49826
57934.45082,49826
57934.45084,49826
57934.45085,49826
57934.45086,49826
57934.45087,49826
57934.45088,49826
57934.45089,49826
57934.45091,49826
57934.45092,49826
57934.45093,49826
57934.45094,49826
57934.45095,49826
57934.45096,49826
57934.45097,49826
57934.45099,49826
57934.451,49826
57934.45101,49826
57934.45102,49826
57934.45103,49826
57934.45104,49826
57934.45106,49826
57934.45107,49826
57934.45108,49826
57934.45109,49826
57934.4511,49826
57934.45111,49831
57934.45112,49826
57934.45114,49831
57934.45115,49831
57934.45116,49831
57934.45117,49831
57934.45118,49835
57934.45119,49835
57934.45121,49831
57934.45122,49835
57934.45123,49831
57934.45124,49831
57934.45125,49835
57934.45126,49831
57934.45128,49835
57934.45129,49835
57934.4513,49831
57934.45131,49835
57934.45132,49835
57934.45133,49831
57934.45134,49831
57934.45136,49831
57934.45137,49831
57934.45138,49831
57934.45139,49831
57934.4514,49831
57934.45141,49831
57934.45143,49831
57934.45144,49831
57934.45145,49831
57934.45146,49831
57934.45147,49826
57934.45148,49831
57934.4515,49831
57934.45151,49831
57934.45152,49826
57934.45153,49826
57934.45154,49831
57934.45155,49831
57934.45156,49831
57934.45158,49826
57934.45159,49831
57934.4516,49831
57934.45161,49831
57934.45162,49831
57934.45163,49831
57934.45165,49831
57934.45166,49831
57934.45167,49835
57934.45168,49835
57934.45169,49835
57934.4517,49831
57934.45172,49831
57934.45173,49831
57934.45174,49831
57934.45175,49831
57934.45176,49831
57934.45177,49835
57934.45178,49835
57934.4518,49835
57934.45181,49835
57934.45182,49835
57934.45183,49835
57934.45184,49835
57934.45185,49835
57934.45187,49835
57934.45188,49840
57934.45189,49840
57934.4519,49840
57934.45191,49840
57934.45192,49840
57934.45194,49840
57934.45195,49840
57934.45196,49840
57934.45197,49840
57934.45198,49840
57934.45199,49840
57934.452,49840
57934.45202,49840
57934.45203,49840
57934.45204,49835
57934.45205,49835
57934.45206,49835
57934.45207,49835
57934.45209,49835
57934.4521,49835
57934.45211,49835
57934.45212,49835
57934.45213,49835
57934.45214,49835
57934.45216,49835
57934.45217,49831
57934.45218,49835
57934.45219,49831
57934.4522,49831
57934.45221,49831
57934.45222,49831
57934.45224,49831
57934.45225,49831
57934.45226,49831
57934.45227,49831
57934.45228,49831
57934.45229,49831
57934.45231,49831
57934.45232,49831
57934.45233,49831
57934.45234,49831
57934.45235,49831
57934.45236,49831
57934.45237,49831
57934.45239,49831
57934.4524,49831
57934.45241,49831
57934.45242,49831
57934.45243,49831
57934.45244,49831
57934.45246,49831
57934.45247,49831
57934.45248,49831
57934.45249,49831
57934.4525,49831
57934.45251,49826
57934.45253,49826
57934.45254,49826
57934.45255,49826
57934.45256,49826
57934.45257,49831
57934.45258,49831
57934.45259,49826
57934.45261,49826
57934.45262,49826
57934.45263,49826
57934.45264,49826
57934.45265,49826
57934.45266,49826
57934.45268,49822
57934.45269,49822
57934.4527,49822
57934.45271,49822
57934.45272,49826
57934.45273,49822
57934.45275,49826
57934.45276,49822
57934.45277,49826
57934.45278,49822
57934.45279,49826
57934.4528,49822
57934.45281,49822
57934.45283,49822
57934.45284,49822
57934.45285,49822
57934.45286,49822
57934.45287,49822
57934.45288,49822
57934.4529,49822
57934.45291,49822
57934.45292,49822
57934.45293,49826
57934.45294,49822
57934.45295,49826
57934.45297,49822
57934.45298,49822
57934.45299,49826
57934.453,49826
57934.45301,49826
57934.45302,49826
57934.45303,49826
57934.45305,49826
57934.45306,49826
57934.45307,49826
57934.45308,49826
57934.45309,49826
57934.4531,49826
57934.45312,49826
57934.45313,49826
57934.45314,49826
57934.45315,49826
57934.45316,49826
57934.45317,49826
57934.45319,49831
57934.4532,49831
57934.45321,49831
57934.45322,49831
57934.45323,49831
57934.45324,49826
57934.45325,49826
57934.45327,49826
57934.45328,49826
57934.45329,49826
57934.4533,49826
57934.45331,49826
57934.45332,49826
57934.45334,49826
57934.45335,49826
57934.45336,49826
57934.45337,49826
57934.45338,49826
57934.45339,49826
57934.45341,49831
57934.45342,49826
57934.45343,49826
57934.45344,49831
57934.45345,49831
57934.45346,49826
57934.45347,49831
57934.45349,49831
57934.4535,49831
57934.45351,49831
57934.45352,49831
57934.45353,49831
57934.45354,49831
57934.45356,49831
57934.45357,49826
57934.45358,49831
57934.45359,49831
57934.4536,49831
57934.45361,49831
57934.45362,49831
57934.45364,49831
57934.45365,49831
57934.45366,49835
57934.45367,49831
57934.45368,49835
57934.45369,49831
57934.45371,49831
57934.45372,49835
57934.45373,49831
57934.45374,49831
57934.45375,49831
57934.45376,49831
57934.45378,49831
57934.45379,49831
57934.4538,49835
57934.45381,49835
57934.45382,49835
57934.45383,49831
57934.45384,49835
57934.45386,49831
57934.45387,49835
57934.45388,49831
57934.45389,49831
57934.4539,49835
57934.45391,49831
57934.45393,49831
57934.45394,49835
57934.45395,49835
57934.45396,49831
57934.45397,49831
57934.45398,49835
57934.454,49831
57934.45401,49831
57934.45402,49831
57934.45403,49831
57934.45404,49835
57934.45405,49835
57934.45406,49835
57934.45408,49835
57934.45409,49835
57934.4541,49835
57934.45411,49835
57934.45412,49835
57934.45413,49835
57934.45415,49835
57934.45416,49835
57934.45417,49835
57934.45418,49835
57934.45419,49835
57934.4542,49835
57934.45422,49835
57934.45423,49835
57934.45424,49840
57934.45425,49840
57934.45426,49840
57934.45427,49835
57934.45428,49835
57934.4543,49840
57934.45431,49835
57934.45432,49835
57934.45433,49835
57934.45434,49835
57934.45435,49835
57934.45437,49835
57934.45438,49835
57934.45439,49835
57934.4544,49835
57934.45441,49835
57934.45442,49835
57934.45444,49835
57934.45445,49835
57934.45446,49831
57934.45447,49835
57934.45448,49835
57934.45449,49835
57934.4545,49835
57934.45452,49835
57934.45453,49835
57934.45454,49835
57934.45455,49835
57934.45456,49835
57934.45457,49835
57934.45459,49835
57934.4546,49831
57934.45461,49835
57934.45462,49835
57934.45463,49835
57934.45464,49831
57934.45466,49831
57934.45467,49835
57934.45468,49835
57934.45469,49831
57934.4547,49835
57934.45471,49835
57934.45472,49835
57934.45474,49835
57934.45475,49831
57934.45476,49831
57934.45477,49831
57934.45478,49831
57934.45479,49831
57934.45481,49831
57934.45482,49831
57934.45483,49831
57934.45484,49831
57934.45485,49831
57934.45486,49831
57934.45487,49831
57934.45489,49831
57934.4549,49831
57934.45491,49831
57934.45492,49831
57934.45493,49831
57934.45494,49831
57934.45496,49831
57934.45497,49831
57934.45498,49826
57934.45499,49831
57934.455,49831
57934.45501,49831
57934.45503,49831
57934.45504,49831
57934.45505,49826
57934.45506,49831
57934.45507,49826
57934.45508,49826
57934.45509,49831
57934.45511,49831
57934.45512,49831
57934.45513,49826
57934.45514,49826
57934.45515,49826
57934.45516,49831
57934.45518,49826
57934.45519,49826
57934.4552,49826
57934.45521,49831
57934.45522,49826
57934.45523,49826
57934.45525,49826
57934.45526,49826
57934.45527,49826
57934.45528,49826
57934.45529,49826
57934.4553,49826
57934.45531,49826
57934.45533,49826
57934.45534,49826
57934.45535,49831
57934.45536,49831
57934.45537,49826
57934.45538,49826
57934.4554,49826
57934.45541,49826
57934.45542,49826
57934.45543,49826
57934.45544,49826
57934.45545,49826
57934.45547,49826
57934.45548,49826
57934.45549,49826
57934.4555,49826
57934.45551,49826
57934.45552,49826
57934.45553,49826
57934.45555,49826
57934.45556,49826
57934.45557,49826
57934.45558,49822
57934.45559,49822
57934.4556,49822
57934.45562,49822
57934.45563,49822
57934.45564,49822
57934.45565,49826
57934.45566,49826
57934.45567,49822
57934.45569,49822
57934.4557,49822
57934.45571,49822
57934.45572,49822
57934.45573,49822
57934.45574,49822
57934.45575,49822
57934.45577,49822
57934.45578,49822
57934.45579,49822
57934.4558,49822
57934.45581,49822
57934.45582,49822
57934.45584,49822
57934.45585,49822
57934.45586,49822
57934.45587,49822
57934.45588,49822
57934.45589,49822
57934.45591,49822
57934.45592,49822
57934.45593,49822
57934.45594,49822
57934.45595,49822
57934.45596,49822
57934.45597,49822
57934.45599,49822
57934.456,49822
57934.45601,49822
57934.45602,49822
57934.45603,49822
57934.45604,49822
57934.45606,49822
57934.45607,49822
57934.45608,49822
57934.45609,49817
57934.4561,49822
57934.45611,49817
57934.45612,49822
57934.45614,49822
57934.45615,49822
57934.45616,49822
57934.45617,49822
57934.45618,49822
57934.45619,49822
57934.45621,49822
57934.45622,49822
57934.45623,49822
57934.45624,49822
57934.45625,49822
57934.45626,49817
57934.45628,49822
57934.45629,49817
57934.4563,49817
57934.45631,49817
57934.45632,49817
57934.45633,49817
57934.45634,49817
57934.45636,49817
57934.45637,49817
57934.45638,49817
57934.45639,49817
57934.4564,49817
57934.45641,49817
57934.45643,49817
57934.45644,49817
57934.45645,49817
57934.45646,49817
57934.45647,49817
57934.45648,49817
57934.4565,49817
57934.45651,49813
57934.45652,49817
57934.45653,49813
57934.45654,49817
57934.45655,49817
57934.45656,49813
57934.45658,49817
57934.45659,49817
57934.4566,49817
57934.45661,49817
57934.45662,49817
57934.45663,49817
57934.45665,49817
57934.45666,49817
57934.45667,49817
57934.45668,49817
57934.45669,49817
57934.4567,49817
57934.45672,49813
57934.45673,49813
57934.45674,49813
57934.45675,49813
57934.45676,49808
57934.45677,49808
57934.45678,49808
57934.4568,49808
57934.45681,49808
57934.45682,49808
57934.45683,49808
57934.45684,49808
57934.45685,49808
57934.45687,49808
57934.45688,49808
57934.45689,49808
57934.4569,49808
57934.45691,49808
57934.45692,49808
57934.45694,49808
57934.45695,49808
57934.45696,49808
57934.45697,49808
57934.45698,49808
57934.45699,49808
57934.457,49808
57934.45702,49808
57934.45703,49808
57934.45704,49808
57934.45705,49808
57934.45706,49808
57934.45707,49808
57934.45709,49808
57934.4571,49804
57934.45711,49804
57934.45712,49804
57934.45713,49808
57934.45714,49804
57934.45716,49804
57934.45717,49804
57934.45718,49804
57934.45719,49804
57934.4572,49804
57934.45721,49808
57934.45722,49808
57934.45724,49808
57934.45725,49808
57934.45726,49808
57934.45727,49808
57934.45728,49808
57934.45729,49808
57934.45731,49808
57934.45732,49808
57934.45733,49808
57934.45734,49808
57934.45735,49808
57934.45736,49808
57934.45737,49813
57934.45739,49813
57934.4574,49813
57934.45741,49813
57934.45742,49813
57934.45743,49813
57934.45744,49813
57934.45746,49813
57934.45747,49813
57934.45748,49813
57934.45749,49813
57934.4575,49813
57934.45751,49813
57934.45753,49813
57934.45754,49813
57934.45755,49813
57934.45756,49813
57934.45757,49813
57934.45758,49813
57934.45759,49813
57934.45761,49817
57934.45762,49813
57934.45763,49813
57934.45764,49813
57934.45765,49813
57934.45766,49813
57934.45768,49813
57934.45769,49813
57934.4577,49813
57934.45771,49808
57934.45772,49813
57934.45773,49808
57934.45775,49813
57934.45776,49813
57934.45777,49813
57934.45778,49813
57934.45779,49813
57934.4578,49813
57934.45781,49813
57934.45783,49813
57934.45784,49813
57934.45785,49813
57934.45786,49813
57934.45787,49813
57934.45788,49813
57934.4579,49813
57934.45791,49813
57934.45792,49813
57934.45793,49813
57934.45794,49813
57934.45795,49813
57934.45797,49808
57934.45798,49813
57934.45799,49808
57934.458,49813
57934.45801,49808
57934.45802,49813
57934.45803,49808
57934.45805,49808
57934.45806,49808
57934.45807,49808
57934.45808,49804
57934.45809,49804
57934.4581,49804
57934.45812,49804
57934.45813,49804
57934.45814,49804
57934.45815,49804
57934.45816,49799
57934.45817,49799
57934.45819,49799
57934.4582,49795
57934.45821,49795
57934.45822,49795
57934.45823,49790
57934.45824,49790
57934.45825,49790
57934.45827,49790
57934.45828,49790
57934.45829,49786
57934.4583,49786
57934.45831,49786
57934.45832,49786
57934.45834,49781
57934.45835,49781
57934.45836,49781
57934.45837,49781
57934.45838,49781
57934.45839,49781
57934.45841,49781
57934.45842,49781
57934.45843,49772
57934.45844,49772
57934.45845,49772
57934.45846,49772
57934.45847,49767
57934.45849,49767
57934.4585,49767
57934.45851,49763
57934.45852,49763
57934.45853,49763
57934.45854,49758
57934.45856,49758
57934.45857,49758
57934.45858,49754
57934.45859,49754
57934.4586,49749
57934.45861,49749
57934.45862,49749
57934.45864,49749
57934.45865,49745
57934.45866,49745
57934.45867,49745
57934.45868,49740
57934.45869,49740
57934.45871,49736
57934.45872,49736
57934.45873,49731
57934.45874,49731
57934.45875,49727
57934.45876,49727
57934.45878,49727
57934.45879,49722
57934.4588,49722
57934.45881,49722
57934.45882,49722
57934.45883,49722
57934.45884,49713
57934.45886,49713
57934.45887,49709
57934.45888,49704
57934.45889,49704
57934.4589,49704
57934.45891,49700
57934.45893,49700
57934.45894,49695
57934.45895,49691
57934.45896,49691
57934.45897,49686
57934.45898,49686
57934.459,49686
57934.45901,49677
57934.45902,49677
57934.45903,49673
57934.45904,49673
57934.45905,49668
57934.45906,49668
57934.45908,49663
57934.45909,49663
57934.4591,49659
57934.45911,49659
57934.45912,49659
57934.45913,49659
57934.45915,49659
57934.45916,49650
57934.45917,49645
57934.45918,49641
57934.45919,49641
57934.4592,49636
57934.45922,49636
57934.45923,49632
57934.45924,49627
57934.45925,49627
57934.45926,49623
57934.45927,49618
57934.45928,49618
57934.4593,49614
57934.45931,49614
57934.45932,49609
57934.45933,49609
57934.45934,49605
57934.45935,49600
57934.45937,49600
57934.45938,49596
57934.45939,49591
57934.4594,49591
57934.45941,49587
57934.45942,49587
57934.45944,49582
57934.45945,49582
57934.45946,49578
57934.45947,49578
57934.45948,49573
57934.45949,49573
57934.4595,49569
57934.45952,49564
57934.45953,49564
57934.45954,49560
57934.45955,49560
57934.45956,49555
57934.45957,49551
57934.45959,49551
57934.4596,49546
57934.45961,49542
57934.45962,49542
57934.45963,49537
57934.45964,49537
57934.45966,49533
57934.45967,49528
57934.45968,49524
57934.45969,49524
57934.4597,49519
57934.45971,49515
57934.45972,49510
57934.45974,49510
57934.45975,49506
57934.45976,49501
57934.45977,49497
57934.45978,49497
57934.45979,49492
57934.45981,49488
57934.45982,49483
57934.45983,49483
57934.45984,49483
57934.45985,49479
57934.45986,49474
57934.45987,49470
57934.45989,49470
57934.4599,49465
57934.45991,49465
57934.45992,49456
57934.45993,49456
57934.45994,49452
57934.45996,49447
57934.45997,49443
57934.45998,49443
57934.45999,49443
57934.46,49434
57934.46001,49429
57934.46003,49425
57934.46004,49425
57934.46005,49420
57934.46006,49416
57934.46007,49412
57934.46008,49412
57934.46009,49407
57934.46011,49403
57934.46012,49398
57934.46013,49394
57934.46014,49394
57934.46015,49389
57934.46016,49385
57934.46018,49380
57934.46019,49376
57934.4602,49376
57934.46021,49376
57934.46022,49371
57934.46023,49367
57934.46025,49362
57934.46026,49362
57934.46027,49358
57934.46028,49358
57934.46029,49353
57934.4603,49349
57934.46031,49349
57934.46033,49340
57934.46034,49340
57934.46035,49335
57934.46036,49331
57934.46037,49331
57934.46038,49326
57934.4604,49322
57934.46041,49317
57934.46042,49313
57934.46043,49313
57934.46044,49309
57934.46045,49309
57934.46047,49304
57934.46048,49300
57934.46049,49295
57934.4605,49295
57934.46051,49291
57934.46052,49286
57934.46053,49282
57934.46055,49277
57934.46056,49277
57934.46057,49273
57934.46058,49273
57934.46059,49268
57934.4606,49264
57934.46062,49259
57934.46063,49259
57934.46064,49255
57934.46065,49250
57934.46066,49246
57934.46067,49246
57934.46069,49242
57934.4607,49237
57934.46071,49237
57934.46072,49233
57934.46073,49233
57934.46074,49228
57934.46075,49224
57934.46077,49224
57934.46078,49219
57934.46079,49215
57934.4608,49210
57934.46081,49210
57934.46082,49206
57934.46084,49201
57934.46085,49201
57934.46086,49197
57934.46087,49192
57934.46088,49188
57934.46089,49184
57934.46091,49184
57934.46092,49179
57934.46093,49175
57934.46094,49170
57934.46095,49170
57934.46096,49166
57934.46097,49161
57934.46099,49161
57934.461,49157
57934.46101,49152
57934.46102,49152
57934.46103,49148
57934.46104,49143
57934.46106,49143
57934.46107,49139
57934.46108,49135
57934.46109,49130
57934.4611,49130
57934.46111,49126
57934.46112,49126
57934.46114,49126
57934.46115,49117
57934.46116,49117
57934.46117,49112
57934.46118,49108
57934.46119,49103
57934.46121,49103
57934.46122,49099
57934.46123,49095
57934.46124,49090
57934.46125,49090
57934.46126,49086
57934.46128,49081
57934.46129,49077
57934.4613,49077
57934.46131,49072
57934.46132,49068
57934.46133,49068
57934.46134,49063
57934.46136,49059
57934.46137,49055
57934.46138,49055
57934.46139,49050
57934.4614,49046
57934.46141,49041
57934.46143,49041
57934.46144,49037
57934.46145,49032
57934.46146,49028
57934.46147,49028
57934.46148,49023
57934.4615,49019
57934.46151,49015
57934.46152,49015
57934.46153,49010
57934.46154,49006
57934.46155,49006
57934.46156,49006
57934.46158,48997
57934.46159,48992
57934.4616,48988
57934.46161,48984
57934.46162,48984
57934.46163,48979
57934.46165,48975
57934.46166,48970
57934.46167,48966
57934.46168,48961
57934.46169,48961
57934.4617,48957
57934.46172,48953
57934.46173,48948
57934.46174,48944
57934.46175,48944
57934.46176,48939
57934.46177,48935
57934.46178,48935
57934.4618,48930
57934.46181,48926
57934.46182,48922
57934.46183,48917
57934.46184,48917
57934.46185,48913
57934.46187,48908
57934.46188,48904
57934.46189,48899
57934.4619,48895
57934.46191,48891
57934.46192,48891
57934.46194,48886
57934.46195,48886
57934.46196,48877
57934.46197,48877
57934.46198,48873
57934.46199,48869
57934.462,48864
57934.46202,48860
57934.46203,48860
57934.46204,48855
57934.46205,48855
57934.46206,48851
57934.46207,48846
57934.46209,48846
57934.4621,48842
57934.46211,48838
57934.46212,48833
57934.46213,48833
57934.46214,48833
57934.46216,48829
57934.46217,48824
57934.46218,48820
57934.46219,48820
57934.4622,48816
57934.46221,48811
57934.46222,48807
57934.46224,48807
57934.46225,48802
57934.46226,48798
57934.46227,48798
57934.46228,48789
57934.46229,48789
57934.46231,48789
57934.46232,48785
57934.46233,48780
57934.46234,48780
57934.46235,48776
57934.46236,48771
57934.46237,48767
57934.46239,48767
57934.4624,48763
57934.46241,48763
57934.46242,48754
57934.46243,48754
57934.46244,48749
57934.46246,48749
57934.46247,48745
57934.46248,48745
57934.46249,48741
57934.4625,48736
57934.46251,48736
57934.46253,48732
57934.46254,48727
57934.46255,48727
57934.46256,48723
57934.46257,48719
57934.46258,48719
57934.46259,48714
57934.46261,48710
57934.46262,48710
57934.46263,48705
57934.46264,48701
57934.46265,48701
57934.46266,48697
57934.46268,48692
57934.46269,48688
57934.4627,48688
57934.46271,48683
57934.46272,48683
57934.46273,48679
57934.46275,48675
57934.46276,48675
57934.46277,48670
57934.46278,48666
57934.46279,48662
57934.4628,48657
57934.46281,48653
57934.46283,48653
57934.46284,48648
57934.46285,48644
57934.46286,48640
57934.46287,48640
57934.46288,48635
57934.4629,48635
57934.46291,48631
57934.46292,48626
57934.46293,48626
57934.46294,48622
57934.46295,48618
57934.46297,48613
57934.46298,48613
57934.46299,48609
57934.463,48604
57934.46301,48600
57934.46302,48596
57934.46303,48596
57934.46305,48596
57934.46306,48596
57934.46307,48596
57934.46308,48578
57934.46309,48574
57934.4631,48569
57934.46312,48569
57934.46313,48565
57934.46314,48561
57934.46315,48556
57934.46316,48552
57934.46317,48552
57934.46319,48548
57934.4632,48543
57934.46321,48539
57934.46322,48534
57934.46323,48534
57934.46324,48530
57934.46325,48526
57934.46327,48521
57934.46328,48517
57934.46329,48517
57934.4633,48513
57934.46331,48508
57934.46332,48504
57934.46334,48499
57934.46335,48499
57934.46336,48495
57934.46337,48491
57934.46338,48486
57934.46339,48482
57934.46341,48482
57934.46342,48478
57934.46343,48473
57934.46344,48469
57934.46345,48469
57934.46346,48464
57934.46347,48464
57934.46349,48460
57934.4635,48456
57934.46351,48456
57934.46352,48447
57934.46353,48447
57934.46354,48443
57934.46356,48438
57934.46357,48438
57934.46358,48434
57934.46359,48430
57934.4636,48430
57934.46361,48425
57934.46362,48425
57934.46364,48421
57934.46365,48416
57934.46366,48416
57934.46367,48412
57934.46368,48408
57934.46369,48408
57934.46371,48403
57934.46372,48403
57934.46373,48399
57934.46374,48395
57934.46375,48390
57934.46376,48390
57934.46378,48386
57934.46379,48382
57934.4638,48382
57934.46381,48377
57934.46382,48373
57934.46383,48368
57934.46384,48364
57934.46386,48364
57934.46387,48360
57934.46388,48355
57934.46389,48351
57934.4639,48347
57934.46391,48347
57934.46393,48342
57934.46394,48338
57934.46395,48338
57934.46396,48334
57934.46397,48329
57934.46398,48325
57934.464,48325
57934.46401,48321
57934.46402,48316
57934.46403,48316
57934.46404,48312
57934.46405,48308
57934.46406,48303
57934.46408,48299
57934.46409,48294
57934.4641,48294
57934.46411,48290
57934.46412,48286
57934.46413,48281
57934.46415,48281
57934.46416,48277
57934.46417,48277
57934.46418,48273
57934.46419,48268
57934.4642,48264
57934.46422,48264
57934.46423,48260
57934.46424,48255
57934.46425,48251
57934.46426,48251
57934.46427,48247
57934.46428,48247
57934.4643,48242
57934.46431,48238
57934.46432,48234
57934.46433,48234
57934.46434,48229
57934.46435,48229
57934.46437,48225
57934.46438,48221
57934.46439,48216
57934.4644,48212
57934.46441,48212
57934.46442,48208
57934.46444,48208
57934.46445,48203
57934.46446,48199
57934.46447,48199
57934.46448,48195
57934.46449,48190
57934.4645,48186
57934.46452,48186
57934.46453,48182
57934.46454,48177
57934.46455,48173
57934.46456,48173
57934.46457,48169
57934.46459,48169
57934.4646,48164
57934.46461,48160
57934.46462,48156
57934.46463,48151
57934.46464,48151
57934.46466,48151
57934.46467,48147
57934.46468,48143
57934.46469,48143
57934.4647,48138
57934.46471,48134
57934.46472,48130
57934.46474,48130
57934.46475,48125
57934.46476,48125
57934.46477,48121
57934.46478,48117
57934.46479,48112
57934.46481,48112
57934.46482,48108
57934.46483,48104
57934.46484,48099
57934.46485,48099
57934.46486,48095
57934.46487,48091
57934.46489,48086
57934.4649,48086
57934.46491,48082
57934.46492,48078
57934.46493,48074
57934.46494,48074
57934.46496,48069
57934.46497,48065
57934.46498,48065
57934.46499,48056
57934.465,48056
57934.46501,48052
57934.46503,48048
57934.46504,48043
57934.46505,48043
57934.46506,48039
57934.46507,48039
57934.46508,48030
57934.46509,48030
57934.46511,48026
57934.46512,48022
57934.46513,48022
57934.46514,48017
57934.46515,48013
57934.46516,48013
57934.46518,48009
57934.46519,48009
57934.4652,48004
57934.46521,48000
57934.46522,47996
57934.46523,47996
57934.46525,47992
57934.46526,47987
57934.46527,47983
57934.46528,47983
57934.46529,47979
57934.4653,47974
57934.46531,47970
57934.46533,47966
57934.46534,47966
57934.46535,47961
57934.46536,47957
57934.46537,47953
57934.46538,47948
57934.4654,47944
57934.46541,47944
57934.46542,47940
57934.46543,47936
57934.46544,47931
57934.46545,47931
57934.46547,47927
57934.46548,47923
57934.46549,47918
57934.4655,47918
57934.46551,47918
57934.46552,47914
57934.46553,47910
57934.46555,47905
57934.46556,47901
57934.46557,47901
57934.46558,47897
57934.46559,47893
57934.4656,47893
57934.46562,47888
57934.46563,47884
57934.46564,47880
57934.46565,47875
57934.46566,47875
57934.46567,47871
57934.46569,47867
57934.4657,47862
57934.46571,47858
57934.46572,47854
57934.46573,47854
57934.46574,47850
57934.46575,47845
57934.46577,47845
57934.46578,47841
57934.46579,47837
57934.4658,47832
57934.46581,47832
57934.46582,47828
57934.46584,47824
57934.46585,47820
57934.46586,47815
57934.46587,47811
57934.46588,47811
57934.46589,47811
57934.46591,47811
57934.46592,47802
57934.46593,47802
57934.46594,47798
57934.46595,47798
57934.46596,47798
57934.46597,47785
57934.46599,47781
57934.466,47777
57934.46601,47772
57934.46602,47768
57934.46603,47768
57934.46604,47764
57934.46606,47764
57934.46607,47755
57934.46608,47755
57934.46609,47751
57934.4661,47747
57934.46611,47742
57934.46612,47742
57934.46614,47738
57934.46615,47734
57934.46616,47730
57934.46617,47725
57934.46618,47725
57934.46619,47721
57934.46621,47717
57934.46622,47713
57934.46623,47713
57934.46624,47708
57934.46625,47708
57934.46626,47704
57934.46628,47700
57934.46629,47695
57934.4663,47695
57934.46631,47691
57934.46632,47691
57934.46633,47687
57934.46634,47683
57934.46636,47678
57934.46637,47678
57934.46638,47674
57934.46639,47670
57934.4664,47670
57934.46641,47666
57934.46643,47661
57934.46644,47657
57934.46645,47653
57934.46646,47653
57934.46647,47653
57934.46648,47653
57934.4665,47644
57934.46651,47640
57934.46652,47636
57934.46653,47631
57934.46654,47627
57934.46655,47627
57934.46656,47623
57934.46658,47619
57934.46659,47619
57934.4666,47614
57934.46661,47610
57934.46662,47606
57934.46663,47602
57934.46665,47597
57934.46666,47597
57934.46667,47597
57934.46668,47593
57934.46669,47589
57934.4667,47585
57934.46672,47580
57934.46673,47580
57934.46674,47576
57934.46675,47572
57934.46676,47567
57934.46677,47567
57934.46678,47563
57934.4668,47563
57934.46681,47559
57934.46682,47555
57934.46683,47550
57934.46684,47546
57934.46685,47546
57934.46687,47542
57934.46688,47538
57934.46689,47538
57934.4669,47533
57934.46691,47529
57934.46692,47525
57934.46694,47525
57934.46695,47521
57934.46696,47516
57934.46697,47512
57934.46698,47508
57934.46699,47504
57934.467,47504
57934.46702,47499
57934.46703,47495
57934.46704,47491
57934.46705,47487
57934.46706,47487
57934.46707,47482
57934.46709,47478
57934.4671,47478
57934.46711,47474
57934.46712,47470
57934.46713,47465
57934.46714,47465
57934.46716,47461
57934.46717,47457
57934.46718,47453
57934.46719,47448
57934.4672,47448
57934.46721,47440
57934.46722,47440
57934.46724,47436
57934.46725,47432
57934.46726,47427
57934.46727,47423
57934.46728,47423
57934.46729,47419
57934.46731,47415
57934.46732,47415
57934.46733,47410
57934.46734,47406
57934.46735,47402
57934.46736,47398
57934.46737,47393
57934.46739,47393
57934.4674,47389
57934.46741,47385
57934.46742,47381
57934.46743,47376
57934.46744,47376
57934.46746,47372
57934.46747,47372
57934.46748,47368
57934.46749,47364
57934.4675,47364
57934.46751,47355
57934.46753,47355
57934.46754,47351
57934.46755,47351
57934.46756,47347
57934.46757,47343
57934.46758,47338
57934.46759,47338
57934.46761,47334
57934.46762,47334
57934.46763,47334
57934.46764,47334
57934.46765,47334
57934.46766,47317
57934.46768,47317
57934.46769,47313
57934.4677,47309
57934.46771,47305
57934.46772,47305
57934.46773,47300
57934.46775,47300
57934.46776,47296
57934.46777,47292
57934.46778,47288
57934.46779,47283
57934.4678,47283
57934.46781,47279
57934.46783,47275
57934.46784,47275
57934.46785,47271
57934.46786,47267
57934.46787,47267
57934.46788,47262
57934.4679,47262
57934.46791,47258
57934.46792,47254
57934.46793,47250
57934.46794,47250
57934.46795,47245
57934.46797,47241
57934.46798,47237
57934.46799,47237
57934.468,47233
57934.46801,47229
57934.46802,47224
57934.46803,47220
57934.46805,47220
57934.46806,47212
57934.46807,47212
57934.46808,47208
57934.46809,47203
57934.4681,47199
57934.46812,47195
57934.46813,47191
57934.46814,47186
57934.46815,47186
57934.46816,47186
57934.46817,47178
