Time(s),S21(MAG),S21(DEG)
16398.72,1.0058022,-0.35770926
16407.36,1.0059023,-0.38726932
16416,1.0050949,-0.35529017
16424.64,1.0057467,-0.48049006
16433.28,1.0089203,-0.44273487
16441.92,1.0048771,-0.4541156
16450.56,1.0042735,-0.47872674
16459.2,1.001632,-0.61864752
16467.84,1.0027733,-0.60834932
16476.48,1.0030401,-0.74242735
16485.12,1.004455,-0.71428585
16493.76,1.003204,-0.63891602
16502.4,1.0028168,-0.74102736
16511.04,1.0053591,-0.53629303
16519.68,1.0046177,-0.58516735
16528.32,1.0050763,-0.62385094
16536.96,1.0072377,-0.81308627
16545.6,1.0054727,-0.77091372
16554.24,1.0055748,-0.70617509
16562.88,1.0057749,-0.69432169
16571.52,1.0043522,-0.83538711
16580.16,1.0034126,-0.84683204
16588.8,1.0044819,-0.82492685
16597.44,1.0013759,-0.85618663
16606.08,1.004217,-0.84630072
16614.72,1.003708,-0.8955251
16623.36,1.0036284,-0.85189462
16632,1.0022063,-0.81727195
16640.64,1.0019897,-0.97784883
16649.28,1.0025512,-0.9880079
16657.92,1.0043082,-0.94174236
16666.56,1.0033698,-0.95159274
16675.2,1.0045798,-1.1234604
16683.84,1.0027748,-1.0554081
16692.48,1.0054379,-0.89363509
16701.12,1.007018,-1.0328689
16709.76,1.0082681,-0.98931271
16718.4,1.0067611,-1.0593816
16727.04,1.0051643,-0.95688349
16735.68,1.0041237,-0.99524766
16744.32,1.0009372,-1.095235
16752.96,1.0009751,-1.0765753
16761.6,1.002081,-0.95146883
16770.24,1.0034626,-1.0763177
16778.88,1.0037775,-1.1345453
16787.52,1.0023981,-1.0525852
16796.16,1.0025643,-1.0082737
16804.8,1.0038865,-0.9462986
16813.44,1.0063778,-0.87912142
16822.08,1.0052719,-0.75903314
16830.72,1.0055207,-0.97370315
16839.36,1.0043581,-0.76001525
16848,1.006606,-0.83905035
16856.64,1.0070888,-0.89312142
16865.28,1.0062115,-0.91947037
16873.92,1.002388,-0.92786968
16882.56,1.0026577,-0.94216549
16891.2,1.0021863,-1.0444542
16899.84,1.0041111,-0.85508531
16908.48,1.0021145,-0.76074231
16917.12,1.0021334,-0.86090487
16925.76,1.0025527,-0.89107543
16934.4,1.0048031,-0.85514039
16943.04,1.0029765,-0.87782061
16951.68,1.0022743,-0.79297441
16960.32,0.99985248,-0.89403033
16968.96,1.0025704,-0.83154649
16977.6,1.0034997,-0.8211146
16986.24,1.0050731,-0.75582528
16994.88,1.0060387,-0.6107986
17003.52,1.007116,-0.66549575
17012.16,1.0066372,-0.54196405
17020.8,1.009093,-0.62864298
17029.44,1.0037067,-0.57857531
17038.08,1.0015234,-0.77473295
17046.72,1.001857,-0.79901743
17055.36,1.0022645,-0.68213278
17064,1.003806,-0.6053412
17072.64,1.0034809,-0.6068725
17081.28,1.0024698,-0.6389358
17089.92,1.0030453,-0.6364094
17098.56,1.0053133,-0.40485811
17107.2,1.0043335,-0.46361879
17115.84,1.0039892,-0.38160884
17124.48,1.0048819,-0.28814116
17133.12,1.0031735,-0.34001803
17141.76,1.0065051,-0.45459515
17150.4,1.0048622,-0.34157005
17159.04,1.0042676,-0.47819889
17167.68,1.0014808,-0.47192734
17176.32,1.0016552,-0.46936235
17184.96,1.003305,-0.41366461
17193.6,1.0033302,-0.47631568
17202.24,0.99883699,-0.3658129
17210.88,1.0019206,-0.44190213
17219.52,1.0015048,-0.49215019
17228.16,1.0035557,-0.41445431
17236.8,1.0022066,-0.37533876
17245.44,1.0017169,-0.38914284
17254.08,1.0044696,-0.56300998
17262.72,1.0011237,-0.39555797
17271.36,1.0005547,-0.3036198
17280,1.0039487,-0.17886594
17288.64,1.0054171,-0.15601142
17297.28,1.0069814,-0.2353649
17305.92,1.0053383,-0.085752547
17314.56,1.0057375,-0.15042587
17323.2,1.007195,-0.097780332
17331.84,1.0010803,-0.37347972
17340.48,1.0031046,-0.18073237
17349.12,1.0016123,-0.22660601
17357.76,0.99919677,-0.25798032
17366.4,1.0035547,-0.19703409
17375.04,1.0026085,-0.18085504
17383.68,1.0039378,0.013276472
17392.32,1.0053889,0.045973349
17400.96,1.0057936,-0.073130861
17409.6,1.0056696,0.024595102
17418.24,1.0037774,-0.063967913
17426.88,1.0060117,0.035552632
17435.52,1.003141,0.077139251
17444.16,1.0015883,-0.091837227
17452.8,1.0018456,-0.10012134
17461.44,1.0036727,-0.046547811
17470.08,1.0019996,-0.025180317
17478.72,1.0019085,-0.22977178
17487.36,1.0019422,-0.20827447
17496,1.0010144,-0.18960956
17504.64,1.0018399,-0.1275097
17513.28,1.0011871,-0.035428539
17521.92,1.0028602,-0.18639699
17530.56,1.003884,-0.14190423
17539.2,1.0029014,-0.17197078
17547.84,1.0024996,-0.20295681
17556.48,1.0016936,-0.25975382
17565.12,1.0030805,-0.096908808
17573.76,1.0051961,-0.10175722
17582.4,1.0038652,-0.064646251
17591.04,1.003443,-0.15788825
17599.68,1.0036381,-0.20618512
17608.32,1.0042584,-0.066312261
17616.96,1.0057623,-0.14805014
17625.6,1.0004079,-0.19544993
17634.24,1.0047202,-0.38938281
17642.88,1.0012994,-0.32244888
17651.52,1.0021231,-0.32770759
17660.16,1.0010769,-0.34486207
17668.8,1.0041128,-0.28506979
17677.44,1.0028689,-0.1442506
17686.08,1.0033014,-0.29865626
17694.72,1.0060451,-0.30743709
17703.36,1.0056847,-0.22728917
17712,1.006731,-0.30549768
17720.64,1.0058635,-0.3084352
17729.28,1.0047175,-0.33758804
17737.92,1.0042799,-0.57050204
17746.56,1.0020547,-0.58630645
17755.2,1.0008307,-0.57631361
17763.84,1.0039638,-0.5670929
17772.48,1.002931,-0.61415213
17781.12,1.0026966,-0.59358162
17789.76,1.0008044,-0.70687079
17798.4,1.0033816,-0.58316869
17807.04,1.0030699,-0.68729353
17815.68,1.0036906,-0.53749228
17824.32,1.0019621,-0.5538891
17832.96,1.0025615,-0.79488587
17841.6,1.0035132,-0.72648275
17850.24,1.0021709,-0.58792818
17858.88,1.005264,-0.51165026
17867.52,1.0074193,-0.49501577
17876.16,1.0070825,-0.48672482
17884.8,1.0061232,-0.56412083
17893.44,1.0057652,-0.60485607
17902.08,1.0069808,-0.54785258
17910.72,1.0050623,-0.69948244
17919.36,1.0045028,-0.71974748
17928,1.0015985,-0.76192749
17936.64,1.0028566,-0.75955302
17945.28,1.0038831,-0.76891685
17953.92,1.0029583,-0.78184569
17962.56,1.00046,-0.78119314
17971.2,1.004221,-0.55885386
17979.84,1.0056657,-0.5421207
17988.48,1.0050205,-0.63356793
17997.12,1.0046436,-0.63236368
18005.76,1.0055002,-0.57516664
18014.4,1.0047476,-0.56956613
18023.04,1.0084616,-0.74112177
18031.68,1.0044427,-0.72555244
18040.32,1.003014,-0.72147387
18048.96,1.0028211,-0.7819674
18057.6,1.0038081,-0.78797823
18066.24,1.0027496,-0.77620035
18074.88,1.0034162,-0.57726777
18083.52,1.0019408,-0.6228798
18092.16,1.0022494,-0.75568336
18100.8,1.0022993,-0.75980985
18109.44,1.0034859,-0.81818169
18118.08,1.0032099,-0.7100836
18126.72,1.0021164,-0.75604606
18135.36,1.0009292,-0.60819733
18144,1.0041232,-0.69518209
18152.64,1.0032929,-0.46498728
18161.28,1.0063306,-0.53055215
18169.92,1.0061172,-0.57782835
18178.56,1.0076317,-0.48707178
18187.2,1.0059615,-0.47960415
18195.84,1.0060329,-0.34080756
18204.48,1.0045371,-0.60645515
18213.12,1.0023596,-0.58073419
18221.76,1.004024,-0.58347803
18230.4,1.0033493,-0.64655471
18239.04,1.0024292,-0.51387542
18247.68,1.0046268,-0.48031273
18256.32,1.0046157,-0.45302376
18264.96,1.0054702,-0.24503419
18273.6,1.0072111,-0.28202581
18282.24,1.0069842,-0.35643101
18290.88,1.0039365,-0.21530099
18299.52,1.0075418,-0.23605382
18308.16,1.004811,-0.27762428
18316.8,1.0061643,-0.31656712
18325.44,1.0051229,-0.35397491
18334.08,1.0047154,-0.34179291
18342.72,1.0026793,-0.33202338
18351.36,1.0029304,-0.44442663
18360,1.0016824,-0.36003774
18368.64,1.0038679,-0.33112237
18377.28,1.0027705,-0.43521369
18385.92,1.0008945,-0.32792988
18394.56,1.0020328,-0.43660122
18403.2,1.0036288,-0.46482074
18411.84,1.0027016,-0.33765182
18420.48,1.0014565,-0.389947
18429.12,1.0012091,-0.36291209
18437.76,1.0021628,-0.25456113
18446.4,1.0054256,-0.13942918
18455.04,1.0060911,-0.20102954
18463.68,1.0075257,-0.093365557
18472.32,1.0072143,-0.24266504
18480.96,1.0073694,-0.19054396
18489.6,1.0062999,-0.16720256
18498.24,1.0037297,-0.28847125
18506.88,1.0024128,-0.22335032
18515.52,1.0037061,-0.26490718
18524.16,1.0027583,-0.39875665
18532.8,1.0021907,-0.2003812
18541.44,1.0029145,-0.22981957
18550.08,1.0025897,-0.14065479
18558.72,1.0035539,-0.062750727
18567.36,1.0058899,-0.068094969
18576,1.0071893,-0.13133217
18584.64,1.0053421,-0.17494652
18593.28,1.0062221,-0.094432466
18601.92,1.0069783,-0.056558177
18610.56,1.0050105,0.003566817
18619.2,1.0031756,-0.070752062
18627.84,1.0033075,-0.12778682
18636.48,1.0023018,-0.012636034
18645.12,1.0031078,-0.098475248
18653.76,1.0015783,-0.078930631
18662.4,1.00269,-0.019721253
18671.04,1.0034833,0.022879777
18679.68,1.0035574,0.022849185
18688.32,1.003233,-0.058391813
18696.96,1.0027363,-0.012312871
18705.6,1.0003872,0.026378959
18714.24,1.0003442,0.090455517
18722.88,1.003305,-0.090457477
18731.52,1.0009627,0.089339189
18740.16,1.0058566,0.13286939
18748.8,1.0052062,0.17274405
18757.44,1.0062314,0.06521032
18766.08,1.0031613,0.16672271
18774.72,1.0053545,0.08728534
18783.36,1.0052688,0.086155564
18792,1.0023208,-0.11080558
18800.64,1.0020709,-0.08586368
18809.28,1.0023723,0.040945113
18817.92,1.0039153,-0.10969354
18826.56,1.000903,-0.18380141
18835.2,1.0032079,-0.14178962
18843.84,1.0018175,-0.18234935
18852.48,1.0050688,-0.081380971
18861.12,1.0041182,-0.040881976
18869.76,1.0077258,-0.1853967
18878.4,1.0057992,-0.11629245
18887.04,1.0067226,-0.12483981
18895.68,1.0048944,-0.22355242
18904.32,1.0062629,-0.30001912
18912.96,1.0047542,-0.30971798
18921.6,1.0066853,-0.42538169
18930.24,1.0072649,-0.60810846
18938.88,1.0058186,-0.38857356
18947.52,1.0030179,-0.45264047
18956.16,1.0030011,-0.72693503
18964.8,1.0021677,-0.7932291
18973.44,1.0022681,-0.87061995
18982.08,1.0036432,-0.82695568
18990.72,1.0025469,-0.85896629
18999.36,1.0012417,-0.91755205
19008,1.0022261,-0.96690947
19016.64,1.0037652,-0.85660249
19025.28,1.003008,-1.0145468
19033.92,1.0056827,-0.87280262
19042.56,1.0050701,-0.82699013
19051.2,1.0059265,-0.82607949
19059.84,1.0052829,-0.93096536
19068.48,1.0105319,-0.85989249
19077.12,1.0060027,-0.98195761
19085.76,1.0029364,-1.0764174
19094.4,1.0031022,-1.1806058
19103.04,1.0030948,-1.0931348
19111.68,1.0043633,-1.1954578
19120.32,1.0019703,-1.2276908
19128.96,1.0034474,-1.11238
19137.6,1.0054981,-1.1401534
19146.24,1.0062473,-0.9880079
19154.88,1.0058297,-1.1362978
19163.52,1.0070606,-1.188723
19172.16,1.0067025,-1.159549
19180.8,1.0065365,-1.1299204
19189.44,1.0057169,-1.1711124
19198.08,1.0061594,-1.1992973
19206.72,1.003096,-1.2495215
19215.36,1.0023389,-1.1805097
19224,1.0027962,-1.4137799
19232.64,1.0038191,-1.4732068
19241.28,1.000512,-1.3921638
19249.92,1.0043076,-1.3387988
19258.56,1.0041975,-1.3543898
19267.2,1.0034968,-1.5217167
19275.84,1.0028911,-1.4122782
19284.48,1.0043521,-1.474408
19293.12,1.0039247,-1.5986793
19301.76,1.0028658,-1.6036363
19310.4,1.0049939,-1.5505744
19319.04,1.0032725,-1.4320961
19327.68,1.0040387,-1.29678
19336.32,1.0051072,-1.3260157
19344.96,1.0061214,-1.3622452
19353.6,1.0095521,-1.2754773
19362.24,1.0073749,-1.3559134
19370.88,1.0070006,-1.3015935
19379.52,1.0027879,-1.4116902
19388.16,1.0037596,-1.5019414
19396.8,1.0048876,-1.6063018
19405.44,1.0028639,-1.415742
19414.08,1.0016352,-1.3394307
19422.72,1.0020922,-1.3525755
19431.36,1.0053877,-1.2847509
19440,1.004705,-1.2995899
19448.64,1.0045998,-1.2179991
19457.28,1.0056583,-1.2904069
19465.92,1.0058393,-1.1783684
19474.56,1.0049739,-1.1720873
19483.2,1.0018433,-1.3152769
19491.84,1.0015947,-1.2921953
19500.48,1.0029613,-1.3784728
19509.12,1.0028239,-1.3274442
19517.76,1.0040349,-1.3421875
19526.4,1.0020882,-1.2600555
19535.04,1.0017501,-1.362664
19543.68,1.0012826,-1.3328509
19552.32,1.0020852,-1.3600677
19560.96,1.0032039,-1.2791231
19569.6,1.0028192,-1.3248595
19578.24,1.0035392,-1.2877496
19586.88,1.001725,-1.2985762
19595.52,1.0014032,-1.235455
19604.16,1.0031329,-1.3598156
19612.8,1.0043178,-1.2264867
19621.44,1.003922,-1.2546426
19630.08,1.0043999,-1.1224366
19638.72,1.0054969,-1.172455
19647.36,1.0055046,-1.289459
19656,1.0063094,-1.2719384
19664.64,1.002844,-1.2917272
19673.28,1.002528,-1.3655324
19681.92,1.0017433,-1.3312608
19690.56,1.0042986,-1.38974
19699.2,1.0031704,-1.4452355
19707.84,1.0021119,-1.3781524
19716.48,1.0029663,-1.4691664
19725.12,1.0042335,-1.2235264
19733.76,1.0050185,-1.2765521
19742.4,1.0033273,-1.4104272
19751.04,1.0056795,-1.3015535
19759.68,1.0038568,-1.2440891
19768.32,1.0036764,-1.2934372
19776.96,1.0041467,-1.299922
19785.6,1.0054612,-1.3590668
19794.24,1.0060135,-1.4135364
19802.88,1.0028456,-1.4282024
19811.52,1.0036767,-1.4136671
19820.16,1.004087,-1.3780874
19828.8,1.0031475,-1.3499023
19837.44,1.0033646,-1.3119049
19846.08,1.0048581,-1.4242418
19854.72,1.0041461,-1.2707469
19863.36,1.0023375,-1.3407638
19872,1.0022354,-1.3069396
19880.64,1.0028648,-1.3170693
19889.28,1.0031438,-1.3247002
19897.92,1.0039495,-1.2718296
19906.56,1.0027131,-1.3393147
19915.2,1.0023897,-1.0693318
19923.84,1.0070498,-1.1946293
19932.48,1.0049608,-1.2033924
19941.12,1.0067163,-1.2170419
19949.76,1.004004,-1.2456965
19958.4,1.004331,-1.2973192
19967.04,1.0035734,-1.333293
19975.68,1.0032595,-1.3471559
19984.32,1.0025953,-1.5124047
19992.96,1.0025473,-1.3884689
20001.6,1.0008245,-1.5036
20010.24,1.00021,-1.3840574
20018.88,1.0051821,-1.3933421
20027.52,1.0055679,-1.4966494
20036.16,1.0055864,-1.3958915
20044.8,1.0057473,-1.5123155
20053.44,1.0065024,-1.3984579
20062.08,1.0063994,-1.4434309
20070.72,1.0051564,-1.3835397
20079.36,1.003419,-1.5696515
20088,1.0023611,-1.5745564
20096.64,1.0033653,-1.66833
20105.28,1.0039878,-1.6690863
20113.92,1.0037864,-1.6119447
20122.56,1.0032313,-1.6636509
20131.2,1.0022906,-1.7334151
20139.84,1.0029416,-1.7108312
20148.48,1.0050358,-1.8250539
20157.12,1.0027534,-1.7027653
20165.76,1.0026786,-1.8182869
20174.4,1.0044242,-1.8215342
20183.04,1.0027653,-1.8036309
20191.68,1.0042199,-1.8112471
20200.32,1.0052119,-1.6804817
20208.96,1.0050019,-1.6588991
20217.6,1.0062793,-1.6916924
20226.24,1.0061221,-1.585544
20234.88,1.0060315,-1.6827656
20243.52,1.0053504,-1.6050978
20252.16,1.002588,-1.8111615
20260.8,1.0037565,-1.8830123
20269.44,1.0025605,-1.9147055
20278.08,1.0019953,-1.9051855
20286.72,1.0035028,-1.8926903
20295.36,1.0030127,-1.8480564
20304,1.0028366,-1.8531731
20312.64,1.0065759,-1.7209178
20321.28,1.0029429,-1.6719689
20329.92,1.0028348,-1.6183152
20338.56,1.0072908,-1.8168685
20347.2,1.0052965,-1.7615845
20355.84,1.0064374,-1.7626909
20364.48,1.006078,-1.9255728
20373.12,1.0055445,-1.8917056
20381.76,1.0039837,-1.8720945
20390.4,1.0033979,-1.9631672
20399.04,1.0020099,-1.8295029
20407.68,1.0036587,-1.9885571
20416.32,1.0024155,-2.0309567
20424.96,1.0028286,-2.071862
20433.6,1.0026941,-1.9521078
20442.24,1.0018351,-1.9669694
20450.88,1.0016354,-2.0745046
20459.52,1.0030351,-1.9539223
20468.16,1.0021079,-1.9080924
20476.8,1.0021287,-1.919322
20485.44,1.0026623,-1.9319581
20494.08,1.0060589,-1.7300428
20502.72,1.0059896,-1.7744027
20511.36,1.004734,-1.7932557
20520,1.0055888,-1.8906826
20528.64,1.0062867,-1.8027447
20537.28,1.0048497,-1.7472749
20545.92,1.0014586,-1.9625816
20554.56,1.0014609,-1.9236968
20563.2,1.0006149,-1.8430563
20571.84,1.0034959,-1.9131243
20580.48,1.0025127,-1.9110755
20589.12,1.0065397,-2.0079529
20597.76,1.0037472,-1.7986119
20606.4,1.0063967,-1.8033053
20615.04,1.0071546,-1.7728611
20623.68,1.0034288,-1.8292109
20632.32,1.0063182,-1.7683767
20640.96,1.0059065,-1.76367
20649.6,1.0064157,-1.8045409
20658.24,1.0102875,-1.8357038
20666.88,1.0059509,-1.8205543
20675.52,1.002982,-1.9273868
20684.16,1.003607,-1.9161737
20692.8,1.0043782,-1.8923169
20701.44,1.0024091,-1.7979391
20710.08,1.0038092,-1.8204708
20718.72,1.0048356,-1.8714663
20727.36,1.0034528,-1.7340095
20736,1.0031731,-1.7341679
20744.64,1.0040882,-1.7809347
20753.28,1.0014917,-1.7203009
20761.92,1.0045635,-1.8186533
20770.56,0.99993002,-1.84588
20779.2,1.0027684,-1.7224375
20787.84,1.0066742,-1.6620783
20796.48,1.0032566,-1.6096714
20805.12,1.003899,-1.5435288
20813.76,1.0078348,-1.5724475
20822.4,1.0058992,-1.5943512
20831.04,1.0060545,-1.5720782
20839.68,1.0024086,-1.6890988
20848.32,1.003526,-1.6517841
20856.96,1.0015509,-1.6692849
20865.6,1.0035138,-1.7963688
20874.24,1.005815,-1.7696234
20882.88,1.0029767,-1.7703961
20891.52,1.004041,-1.8300619
20900.16,1.0074093,-1.5929615
20908.8,1.0061167,-1.5225534
20917.44,1.005969,-1.4919302
20926.08,1.0062071,-1.5002229
20934.72,1.0053406,-1.4921956
20943.36,1.0056767,-1.4658122
20952,1.0046972,-1.5870975
20960.64,1.0033683,-1.5374733
20969.28,1.0028833,-1.5900497
20977.92,1.002901,-1.6106939
20986.56,1.0033878,-1.6225849
20995.2,1.0034401,-1.4395118
21003.84,1.0025533,-1.4428586
21012.48,1.0022125,-1.5371475
21021.12,1.0036722,-1.5006117
21029.76,1.0017246,-1.3997767
21038.4,1.0022351,-1.4295864
21047.04,1.0019734,-1.4651287
21055.68,1.0029814,-1.3888928
21064.32,1.0040034,-1.4149624
21072.96,1.0017,-1.4236888
21081.6,1.0038413,-1.4382255
21090.24,1.0051376,-1.0847454
21098.88,1.0047354,-1.1921308
21107.52,1.0046155,-1.1059185
21116.16,1.0051823,-1.1451133
21124.8,1.0058897,-1.1409408
21133.44,1.0030191,-1.2724981
21142.08,1.0013514,-1.4201902
21150.72,1.0030348,-1.3206623
21159.36,1.0016842,-1.2470006
21168,1.0029745,-1.31727
21176.64,1.0022479,-1.2251552
21185.28,1.0047317,-1.0883071
21193.92,1.0036759,-1.0350965
21202.56,1.0034405,-0.97688121
21211.2,1.0033641,-1.0771995
21219.84,1.0071863,-1.100332
21228.48,1.0064139,-0.98933989
21237.12,1.0053765,-1.0651702
21245.76,1.0023444,-0.98496503
21254.4,1.0032501,-1.2258924
21263.04,1.0041267,-1.1328313
21271.68,1.0027672,-1.097136
21280.32,1.0038728,-1.1009949
21288.96,1.0035796,-1.0565168
21297.6,1.0035428,-1.1564151
21306.24,1.003363,-1.0800178
21314.88,1.0029054,-1.168002
21323.52,1.0003163,-1.2090789
21332.16,1.0033182,-1.2370197
21340.8,1.0025139,-1.1357296
21349.44,1.0016845,-1.12615
21358.08,1.0032568,-1.1638957
21366.72,1.0065309,-1.0830157
21375.36,1.0037755,-1.0851576
21384,1.006017,-1.0582566
21392.64,1.0059922,-0.99909085
21401.28,1.0052977,-1.0238591
21409.92,1.0063639,-0.98602247
21418.56,1.0064051,-1.0125887
21427.2,1.0014774,-1.1500754
21435.84,1.0020773,-1.148798
21444.48,1.0035691,-1.2489519
21453.12,1.0009077,-1.0184107
21461.76,1.0041999,-1.2755576
21470.4,1.0036169,-1.2169261
21479.04,1.0033474,-1.0986212
21487.68,1.0054541,-1.1407477
21496.32,1.0045222,-1.1158122
21504.96,1.0063264,-1.1376182
21513.6,1.0033787,-1.0997381
21522.24,1.0053319,-1.1369288
21530.88,1.0057126,-1.2499875
21539.52,1.0012478,-1.2567214
21548.16,1.0023611,-1.351782
21556.8,1.001283,-1.3317751
21565.44,1.0020304,-1.3379862
21574.08,1.0030185,-1.3309138
21582.72,1.0021784,-1.3695356
21591.36,1.0037012,-1.2154884
21600,1.0018439,-1.2416363
21608.64,1.0029013,-1.203953
21617.28,1.0046531,-1.3062866
21625.92,1.002511,-1.3334463
21634.56,1.001946,-1.2513572
21643.2,1.003269,-1.0812398
21651.84,1.0017759,-1.280215
21660.48,1.005596,-1.0677521
21669.12,1.0039839,-0.88413864
21677.76,1.0050817,-0.95218188
21686.4,1.0067954,-1.0376468
21695.04,1.0061883,-1.033373
21703.68,1.0034755,-0.96057552
21712.32,1.003002,-1.0764618
21720.96,1.0017984,-1.104967
21729.6,1.0044823,-1.0937293
21738.24,1.0050488,-1.1808758
21746.88,1.0048041,-0.95631862
21755.52,1.0028281,-0.97289544
21764.16,1.0017344,-1.0531319
21772.8,1.0042311,-0.75296164
21781.44,1.0042703,-0.78865296
21790.08,1.0039021,-0.90159333
21798.72,1.0051368,-0.80593419
21807.36,1.0052955,-0.81054688
21816,1.0041133,-0.75335556
21824.64,1.0048994,-0.85069948
21833.28,1.0042316,-0.86471236
21841.92,1.0019515,-0.85944784
21850.56,1.0047424,-0.87971574
21859.2,1.0029604,-0.74821204
21867.84,1.0021716,-0.72952592
21876.48,1.0033704,-0.70193702
21885.12,1.0039629,-0.78181887
21893.76,1.0026315,-0.71893406
21902.4,1.0051165,-0.67604971
21911.04,1.0041624,-0.70784754
21919.68,1.0018123,-0.72189212
21928.32,1.0057613,-0.77152961
21936.96,1.0021706,-0.6374951
21945.6,1.0051984,-0.71794736
21954.24,1.0024114,-0.43970716
21962.88,1.0055512,-0.52132356
21971.52,1.0060936,-0.38067418
21980.16,1.0076268,-0.3069666
21988.8,1.0053129,-0.1852303
21997.44,1.004146,-0.31722841
22006.08,1.0031226,-0.377417
22014.72,1.0036329,-0.45379126
22023.36,1.0019399,-0.2710517
22032,1.0031085,-0.31593299
22040.64,1.0036674,-0.31235638
22049.28,1.0020963,-0.34830007
22057.92,1.0026246,-0.27268755
22066.56,1.0039301,-0.17113668
22075.2,1.0040127,-0.13294384
22083.84,1.0046277,-0.089509532
22092.48,1.0045788,-0.11536006
22101.12,1.0062912,-0.12566625
22109.76,1.0043927,-0.1861708
22118.4,1.0037543,-0.33423615
22127.04,1.0009009,-0.2967639
22135.68,1.0058699,-0.40169731
22144.32,1.0027906,-0.30985519
22152.96,1.0006975,-0.27163491
22161.6,1.0037078,-0.3549611
22170.24,1.001461,-0.32551402
22178.88,1.0042496,-0.32080552
22187.52,1.0019932,-0.27758834
22196.16,1.0034095,-0.33424726
22204.8,1.003124,-0.17681295
22213.44,1.0013911,-0.17739785
22222.08,1.003893,-0.3747189
22230.72,1.0032336,-0.27691451
22239.36,1.0018122,-0.36072901
22248,1.0019448,-0.15709025
22256.64,1.0044364,-0.054289915
22265.28,1.0050095,0.044515885
22273.92,1.0068588,0.069547497
22282.56,1.0059046,-0.017294487
22291.2,1.0066338,-0.043954957
22299.84,1.0021811,-0.13912308
22308.48,1.0030543,-0.34513348
22317.12,1.0042179,-0.27031973
22325.76,1.0016564,-0.40010476
22334.4,1.003266,-0.33404434
22343.04,1.0011436,-0.37428486
22351.68,1.0056717,-0.16988091
22360.32,1.0064715,-0.22071402
22368.96,1.0055312,-0.22244051
22377.6,1.006909,-0.2314813
22386.24,1.0066886,-0.32817161
22394.88,1.0068699,-0.35467759
22403.52,1.0066344,-0.36685926
22412.16,1.0036274,-0.54550982
22420.8,1.0033636,-0.59782976
22429.44,1.0016087,-0.65399623
22438.08,1.0029581,-0.74608952
22446.72,1.0036002,-0.69119912
22455.36,1.0029513,-0.70374578
22464,1.0039009,-0.79092002
22472.64,1.0023824,-0.80627573
22481.28,1.0038223,-0.85557872
22489.92,1.0031118,-0.89984411
22498.56,1.0022264,-0.93012899
22507.2,1.0019847,-1.0755745
22515.84,1.0023057,-1.1551093
22524.48,1.00375,-1.1468444
22533.12,1.0056791,-1.0201714
22541.76,1.0058906,-0.94408095
22550.4,1.0051447,-0.97035313
22559.04,1.0076711,-1.0227286
22567.68,1.0053821,-1.0442764
22576.32,1.0068036,-1.1849647
22584.96,1.0079362,-1.1705693
22593.6,1.0033677,-1.251143
22602.24,1.0045364,-1.4462452
22610.88,1.0005567,-1.4007784
22619.52,1.0035673,-1.4212021
22628.16,1.0031344,-1.3859221
22636.8,1.0031294,-1.488399
22645.44,1.0053513,-1.2376971
22654.08,1.0064412,-1.2825633
22662.72,1.0082015,-1.5049134
22671.36,1.0061013,-1.385375
22680,1.0079632,-1.402306
22688.64,1.0069855,-1.5810738
22697.28,1.0035275,-1.6859405
22705.92,1.0047766,-1.8035539
22714.56,1.0036452,-1.7322282
22723.2,1.0043602,-1.7799225
22731.84,1.0041389,-1.6331306
22740.48,1.0037938,-1.7210294
22749.12,1.0040196,-1.659489
22757.76,1.0037696,-1.6337197
22766.4,1.0031929,-1.6531091
22775.04,1.0060039,-1.7428514
22783.68,1.0052633,-1.7634088
22792.32,1.0026596,-1.7669556
22800.96,1.0041975,-1.7004448
22809.6,1.0044711,-1.6897634
22818.24,1.0036403,-1.708114
22826.88,1.0050001,-1.5330056
22835.52,1.0063879,-1.5636079
22844.16,1.0048473,-1.7682526
22852.8,1.0052369,-1.5203767
22861.44,1.0084143,-1.7725135
22870.08,1.0055944,-1.6759307
22878.72,1.0051857,-1.705417
22887.36,1.0039155,-1.9408537
22896,1.0047015,-1.7909224
22904.64,1.003983,-1.8774214
22913.28,1.0055228,-1.8769616
22921.92,1.0043851,-1.851657
22930.56,1.0019664,-1.8643808
22939.2,1.0026013,-1.8041552
22947.84,1.0053775,-1.5595725
22956.48,1.0078334,-1.7117094
22965.12,1.0064484,-1.6603532
22973.76,1.0061049,-1.7459459
22982.4,1.0044612,-1.554835
22991.04,1.0064229,-1.742141
22999.68,1.0048168,-1.6801865
23008.32,1.0040567,-1.7284029
23016.96,1.0048701,-1.6474664
23025.6,1.0043058,-1.5622218
23034.24,1.0027215,-1.7525157
23042.88,1.0023907,-1.6588137
23051.52,1.0012224,-1.7816182
23060.16,1.0029753,-1.6879646
23068.8,1.0033898,-1.6818098
23077.44,1.0047804,-1.7060897
23086.08,1.00423,-1.6771194
23094.72,1.0036327,-1.7633597
23103.36,1.0020157,-1.6510025
23112,1.0030156,-1.7304686
23120.64,1.0059415,-1.4659162
23129.28,1.0058213,-1.3981884
23137.92,1.0069705,-1.5200802
23146.56,1.0043221,-1.4933649
23155.2,1.0084988,-1.3988866
23163.84,1.0035686,-1.388741
23172.48,1.003885,-1.6239928
23181.12,1.0029508,-1.69168
23189.76,1.0038673,-1.545817
23198.4,1.0025954,-1.5264583
