Time(s),S21(MAG),S21(DEG)
5954.4,0.99544436,-23.235296
5958,0.99543554,-23.304478
5961.6,0.99319357,-23.283352
5965.2,0.99456191,-23.273647
5968.8,0.99295431,-23.191473
5972.4,0.99548668,-23.301334
5976,0.99626005,-23.283464
5979.6,0.99518019,-23.184629
5983.2,0.99270338,-23.210896
5986.8,0.99317127,-23.233498
5990.4,0.99412119,-23.280523
5994,0.99651277,-23.299986
5997.6,0.9945941,-23.323191
6001.2,0.99767965,-23.253277
6004.8,0.99494725,-23.41762
6008.4,0.99369192,-23.294943
6012,0.99652857,-23.433487
6015.6,0.99629748,-23.352797
6019.2,0.9944607,-23.243589
6022.8,0.99532658,-23.38117
6026.4,0.99280709,-23.416536
6030,0.99684817,-23.406483
6033.6,0.99566251,-23.45359
6037.2,0.99444187,-23.294428
6040.8,0.99367934,-23.566864
6044.4,0.99352437,-23.624804
6048,0.99692553,-23.533777
6051.6,0.99393916,-23.401138
6055.2,0.99460423,-23.52364
6058.8,0.98778743,-23.742216
6062.4,0.98549277,-23.740053
6066,0.9839741,-23.925695
6069.6,0.98836327,-23.820656
6073.2,0.99026239,-23.780962
6076.8,0.98986268,-23.795506
6080.4,0.98911667,-23.90274
6084,0.98924416,-23.900555
6087.6,0.98716557,-23.954414
6091.2,0.98712718,-23.977951
6094.8,0.98580021,-23.924061
6098.4,0.98528439,-23.960094
6102,0.98610157,-24.034296
6105.6,0.98776066,-23.889845
6109.2,0.98830646,-24.003214
6112.8,0.98871535,-23.861738
6116.4,0.98649251,-23.963318
6120,0.98785788,-24.111311
6123.6,0.98680079,-24.023876
6127.2,0.98631316,-24.028652
6130.8,0.98722667,-24.222775
6134.4,0.98539412,-24.094917
6138,0.99087369,-24.178608
6141.6,0.99086845,-24.136644
6145.2,0.99082422,-24.071606
6148.8,0.98738265,-24.171749
6152.4,0.98755467,-24.270884
6156,0.98539871,-24.220196
6159.6,0.98629165,-24.306925
6163.2,0.98753089,-24.295637
6166.8,0.98847711,-24.266844
6170.4,0.99004304,-24.283884
6174,0.98767126,-24.28698
6177.6,0.9900369,-24.458599
6181.2,0.987638,-24.326315
6184.8,0.98678946,-24.300657
6188.4,0.98850709,-24.389921
6192,0.98734462,-24.383162
6195.6,0.98529685,-24.345797
6199.2,0.98974591,-24.435093
6202.8,0.98745441,-24.518816
6206.4,0.98896188,-24.316177
6210,0.98567361,-24.416367
6213.6,0.98764718,-24.541279
6217.2,0.98607832,-24.387527
6220.8,0.98581284,-24.300596
6224.4,0.98755801,-24.312927
6228,0.98989046,-24.263819
6231.6,0.98940986,-24.458035
6235.2,0.98962402,-24.463144
6238.8,0.98630887,-24.619009
6242.4,0.9894473,-24.508892
6246,0.98905736,-24.418018
6249.6,0.98973346,-24.486832
6253.2,0.98608196,-24.503691
6256.8,0.98774773,-24.509583
6260.4,0.98885614,-24.56982
6264,0.9870438,-24.471727
6267.6,0.98611176,-24.488344
6271.2,0.98756784,-24.579649
6274.8,0.98901808,-24.427275
6278.4,0.99158168,-24.473404
6282,0.98810375,-24.529024
6285.6,0.98754531,-24.63238
6289.2,0.98830289,-24.463501
6292.8,0.99073118,-24.5131
6296.4,0.98763978,-24.534716
6300,0.98707193,-24.508665
6303.6,0.98983508,-24.587818
6307.2,0.9892813,-24.529266
6310.8,0.98735589,-24.600788
6314.4,0.98804086,-24.542408
6318,0.98885632,-24.648022
6321.6,0.98692036,-24.570427
6325.2,0.98936075,-24.535505
6328.8,0.98926532,-24.50329
6332.4,0.99121535,-24.562845
6336,0.98898458,-24.460966
6339.6,0.98934501,-24.543447
6343.2,0.99009424,-24.518755
6346.8,0.98524278,-24.472401
6350.4,0.98756087,-24.595798
6354,0.98705208,-24.456177
6357.6,0.98805386,-24.440149
6361.2,0.98787874,-24.455406
6364.8,0.98771501,-24.500013
6368.4,0.99075282,-24.476477
6372,0.98993474,-24.379974
6375.6,0.98891509,-24.371712
6379.2,0.9901309,-24.41559
6382.8,0.9884249,-24.348106
6386.4,0.98970097,-24.562952
6390,0.98726684,-24.476563
6393.6,0.98790598,-24.471445
6397.2,0.98746532,-24.386555
6400.8,0.98918098,-24.452724
6404.4,0.9882471,-24.309225
6408,0.98931545,-24.425676
6411.6,0.99140626,-24.493965
6415.2,0.98962814,-24.256523
6418.8,0.98851174,-24.290258
6422.4,0.98779541,-24.399761
6426,0.99005276,-24.344238
6429.6,0.98603231,-24.220957
6433.2,0.99066496,-24.38833
6436.8,0.99011105,-24.313145
6440.4,0.99047685,-24.280968
6444,0.99128854,-24.34005
6447.6,0.98930258,-24.25124
6451.2,0.98952341,-24.17696
6454.8,0.9884305,-24.240314
6458.4,0.98904407,-24.171663
6462,0.9886167,-24.232523
6465.6,0.98606235,-24.22607
6469.2,0.98871005,-24.225735
6472.8,0.98919678,-24.240942
6476.4,0.99017525,-24.052629
6480,0.98961872,-24.175072
6483.6,0.98999459,-24.497639
6487.2,0.98997718,-24.261789
6490.8,0.98874831,-24.119932
6494.4,0.9895367,-24.22715
6498,0.98684311,-24.306692
6501.6,0.98607296,-24.197634
6505.2,0.98770493,-24.305864
6508.8,0.9877094,-24.208677
6512.4,0.98748118,-24.237093
6516,0.98690444,-24.172638
6519.6,0.98833495,-24.317886
6523.2,0.990812,-24.29147
6526.8,0.99007791,-24.210897
6530.4,0.9895466,-24.229237
6534,0.99136293,-24.203474
6537.6,0.99076253,-24.289505
6541.2,0.99183798,-24.248522
6544.8,0.99054497,-24.209532
6548.4,0.9902935,-24.38031
6552,0.9869628,-24.382162
6555.6,0.98679614,-24.339869
6559.2,0.98865092,-24.549189
6562.8,0.98782557,-24.311096
6566.4,0.99121749,-24.338778
6570,0.98890144,-24.403605
6573.6,0.9890241,-24.375807
6577.2,0.98515618,-24.507721
6580.8,0.98619753,-24.540285
6584.4,0.98798674,-24.452137
6588,0.98944074,-24.469704
6591.6,0.99058813,-24.514597
6595.2,0.99078339,-24.480146
6598.8,0.98811668,-24.437077
6602.4,0.98642617,-24.543039
6606,0.98829871,-24.628002
6609.6,0.98757148,-24.621443
6613.2,0.98852372,-24.612158
6616.8,0.99107808,-24.658056
6620.4,0.98963797,-24.586676
6624,0.98823333,-24.669638
6627.6,0.99056238,-24.658365
6631.2,0.98847777,-24.583315
6634.8,0.98992252,-24.626579
6638.4,0.98943675,-24.511257
6642,0.99024951,-24.739685
6645.6,0.98902887,-24.674379
6649.2,0.98757696,-24.693157
6652.8,0.99087107,-24.774265
6656.4,0.98944718,-24.690939
6660,0.99063849,-24.729338
6663.6,0.99320287,-24.72291
6667.2,0.98669302,-24.717552
6670.8,0.98941249,-24.834835
6674.4,0.98890901,-24.834705
6678,0.98901421,-24.820898
6681.6,0.98934823,-24.871904
6685.2,0.98965788,-24.891724
6688.8,0.98905486,-24.904078
6692.4,0.98964256,-24.864155
6696,0.98846269,-25.063198
6699.6,0.99125946,-25.012976
6703.2,0.9928388,-25.029337
6706.8,0.99079728,-25.118876
6710.4,0.99014145,-24.989447
6714,0.98781925,-25.170378
6717.6,0.98869884,-25.100374
6721.2,0.99160486,-25.091997
6724.8,0.99201161,-25.11146
6728.4,0.99052143,-25.269499
6732,0.98861593,-25.376265
6735.6,0.9902752,-25.19862
6739.2,0.9930163,-25.162611
6742.8,0.9923631,-25.292265
6746.4,0.98890823,-25.223383
6750,0.98984313,-25.249525
6753.6,0.98923188,-25.424255
6757.2,0.99199528,-25.314405
6760.8,0.99245942,-25.340752
6764.4,0.99087512,-25.329824
6768,0.9904719,-25.422285
6771.6,0.98736143,-25.388929
6775.2,0.99058682,-25.354645
6778.8,0.9918828,-25.431084
6782.4,0.9909538,-25.291195
6786,0.99106771,-25.302877
6789.6,0.9894892,-25.3382
6793.2,0.9891749,-25.542921
6796.8,0.98822612,-25.420835
6800.4,0.99181509,-25.298775
6804,0.98891109,-25.300188
6807.6,0.99132675,-25.389973
6811.2,0.99244416,-25.397961
6814.8,0.99163264,-25.442863
6818.4,0.9913739,-25.580954
6822,0.99007076,-25.601332
6825.6,0.98877835,-25.533339
6829.2,0.98702097,-25.489233
6832.8,0.98909998,-25.508051
6836.4,0.9880265,-25.49349
6840,0.99065095,-25.585907
6843.6,0.98969328,-25.545288
6847.2,0.98733735,-25.584507
6850.8,0.99082065,-25.567728
6854.4,0.98774981,-25.566954
6858,0.98794425,-25.56855
6861.6,0.98914945,-25.599886
6865.2,0.98761284,-25.502382
6868.8,0.98778176,-25.502428
6872.4,0.98930699,-25.655781
6876,0.98965079,-25.542997
6879.6,0.99080592,-25.555775
6883.2,0.99212676,-25.612492
6886.8,0.99002755,-25.560408
6890.4,0.98905492,-25.449167
6894,0.98854423,-25.502239
6897.6,0.99020082,-25.594114
6901.2,0.98930764,-25.648922
6904.8,0.9924643,-25.546299
6908.4,0.99051356,-25.58197
6912,0.99059826,-25.652527
6915.6,0.99386519,-25.711983
6919.2,0.99012774,-25.603539
6922.8,0.98980182,-25.619827
6926.4,0.99205017,-25.685659
6930,0.99042618,-25.576174
6933.6,0.98981732,-25.64456
6937.2,0.99201071,-25.613213
6940.8,0.98886454,-25.627409
6944.4,0.98979908,-25.735514
6948,0.9882322,-25.573881
6951.6,0.99023896,-25.569675
6955.2,0.98942882,-25.673801
6958.8,0.98905939,-25.683924
6962.4,0.98928195,-25.663597
6966,0.99127764,-25.644764
6969.6,0.99237037,-25.761332
6973.2,0.99192852,-25.802855
6976.8,0.99237025,-25.837641
6980.4,0.99241304,-25.909424
6984,0.99152493,-25.879728
6987.6,0.99098015,-25.826576
6991.2,0.99021792,-25.807053
6994.8,0.99106354,-25.869734
6998.4,0.99047548,-25.998362
7002,0.99079859,-25.926165
7005.6,0.98951691,-26.000137
7009.2,0.9900015,-25.993008
7012.8,0.98983258,-26.052494
7016.4,0.99092084,-26.244028
7020,0.98946369,-26.224396
7023.6,0.99057221,-26.227423
7027.2,0.99025762,-26.095488
7030.8,0.9927476,-26.284542
7034.4,0.99046886,-26.409124
7038,0.98980963,-26.218727
7041.6,0.9872424,-26.41305
7045.2,0.99021351,-26.500313
7048.8,0.99242204,-26.362858
7052.4,0.9914127,-26.450523
7056,0.98958462,-26.523899
7059.6,0.98932165,-26.415104
7063.2,0.98816752,-26.661098
7066.8,0.98991394,-26.56904
7070.4,0.99153614,-26.447411
7074,0.99051011,-26.62265
7077.6,0.98878598,-26.614027
7081.2,0.9886834,-26.688854
7084.8,0.98937756,-26.627348
7088.4,0.9916724,-26.769064
7092,0.99001122,-26.756428
7095.6,0.99084014,-26.661375
7099.2,0.99111897,-26.822374
7102.8,0.98841375,-26.80648
7106.4,0.9915306,-26.959137
7110,0.99103743,-26.987972
7113.6,0.99056655,-27.045872
7117.2,0.98999357,-27.00511
7120.8,0.98816699,-27.134611
7124.4,0.99008518,-27.08588
7128,0.99020833,-27.133129
7131.6,0.99360329,-27.160973
7135.2,0.99007374,-27.071499
7138.8,0.99079263,-27.189806
7142.4,0.98822069,-27.156307
7146,0.98846698,-27.326939
7149.6,0.9869315,-27.219313
7153.2,0.99005103,-27.306564
7156.8,0.99176711,-27.324808
7160.4,0.99043155,-27.379374
7164,0.99237907,-27.254171
7167.6,0.99309903,-27.359934
7171.2,0.98998719,-27.324167
7174.8,0.98968172,-27.29258
7178.4,0.98936671,-27.421715
7182,0.98944044,-27.426203
7185.6,0.99169606,-27.437748
7189.2,0.99097055,-27.346045
7192.8,0.99163818,-27.457561
7196.4,0.99141145,-27.633102
7200,0.98988366,-27.540279
7203.6,0.99046123,-27.613245
7207.2,0.99006242,-27.513298
7210.8,0.99201202,-27.625843
7214.4,0.98921698,-27.659559
7218,0.98811555,-27.697567
7221.6,0.98939276,-27.72599
7225.2,0.98811269,-27.832882
7228.8,0.98983622,-27.71216
7232.4,0.98973262,-27.722868
7236,0.99074143,-27.713507
7239.6,0.99001747,-27.794971
7243.2,0.98897606,-27.762106
7246.8,0.99120533,-27.815895
7250.4,0.98952025,-27.814695
7254,0.99053007,-27.89113
7257.6,0.99021512,-27.904118
7261.2,0.9893474,-27.992922
7264.8,0.99154985,-27.961937
7268.4,0.99035633,-28.058289
7272,0.98939365,-28.085142
7275.6,0.98923898,-28.111561
7279.2,0.9891901,-28.191254
7282.8,0.9886778,-27.971085
7286.4,0.98965853,-28.042723
7290,0.99219072,-28.042608
7293.6,0.98972428,-28.197935
7297.2,0.99216902,-28.136564
7300.8,0.99188924,-28.041134
7304.4,0.99008608,-28.083258
7308,0.99120337,-28.08461
7311.6,0.99103093,-28.049303
7315.2,0.99041456,-28.010336
7318.8,0.99148226,-28.059896
7322.4,0.98991823,-28.076122
7326,0.99221528,-28.160431
7329.6,0.98955953,-28.068266
7333.2,0.98959035,-28.05681
7336.8,0.98827875,-28.015259
7340.4,0.98704869,-27.993797
7344,0.99007171,-28.106609
7347.6,0.98840213,-27.984282
7351.2,0.99063075,-28.198919
7354.8,0.99176419,-28.04636
7358.4,0.99230003,-28.046419
7362,0.98958218,-28.047329
7365.6,0.99204761,-28.024599
7369.2,0.99186653,-27.992424
7372.8,0.98975724,-27.865437
7376.4,0.990448,-28.100904
7380,0.98982191,-28.013355
7383.6,0.99041378,-28.047527
7387.2,0.99093425,-28.044756
7390.8,0.98811764,-27.947514
7394.4,0.99016583,-27.851912
7398,0.98974663,-27.941734
7401.6,0.98639774,-27.978422
7405.2,0.9891333,-27.966839
7408.8,0.98974407,-27.862766
7412.4,0.99039614,-27.833574
7416,0.99006408,-27.785259
7419.6,0.98983759,-27.957563
7423.2,0.98981947,-28.022541
7426.8,0.9917047,-27.978722
7430.4,0.99056834,-27.719339
7434,0.98994446,-27.988361
7437.6,0.99121904,-28.03294
7441.2,0.99164504,-27.953882
7444.8,0.9900763,-27.943575
7448.4,0.99017489,-28.098143
7452,0.98934495,-27.905914
7455.6,0.98955065,-27.874922
7459.2,0.9895637,-28.013739
7462.8,0.98890424,-27.92598
7466.4,0.9879626,-27.90929
7470,0.98904985,-27.943516
7473.6,0.98977661,-28.022734
7477.2,0.98862743,-27.962589
7480.8,0.987252,-27.997875
7484.4,0.98836243,-27.998684
7488,0.98800182,-28.16976
7491.6,0.98891985,-28.04743
7495.2,0.98943359,-28.117964
7498.8,0.99198949,-27.93268
7502.4,0.99224204,-28.153728
7506,0.99247378,-28.04628
7509.6,0.99078071,-27.93581
7513.2,0.99021322,-27.977982
7516.8,0.99044651,-28.052904
7520.4,0.99017131,-28.04002
7524,0.98784798,-28.141567
7527.6,0.98806697,-28.06286
7531.2,0.98916084,-28.163736
7534.8,0.99130332,-28.13555
7538.4,0.993402,-28.162111
7542,0.99198329,-28.118889
7545.6,0.99067754,-28.11916
7549.2,0.98835689,-28.136
7552.8,0.98930162,-28.159889
7556.4,0.99174535,-28.315224
7560,0.99087077,-28.232883
7563.6,0.99187011,-28.31983
7567.2,0.99156308,-28.279322
7570.8,0.990058,-28.233875
7574.4,0.98846513,-28.403214
7578,0.98922235,-28.36438
7581.6,0.98923618,-28.350853
7585.2,0.98794311,-28.349169
7588.8,0.99016625,-28.513937
7592.4,0.99047065,-28.519104
7596,0.98961639,-28.398174
7599.6,0.99020088,-28.58865
7603.2,0.99042982,-28.716496
7606.8,0.9886601,-28.624306
7610.4,0.98914212,-28.671665
7614,0.98758274,-28.64607
7617.6,0.98845208,-28.719406
7621.2,0.99096215,-28.772079
7624.8,0.99012321,-28.760475
7628.4,0.99224418,-28.797361
7632,0.98929387,-28.783005
7635.6,0.99001813,-28.740026
7639.2,0.99061483,-28.903561
7642.8,0.98786348,-28.88529
7646.4,0.98845083,-28.85021
7650,0.99004376,-28.909513
7653.6,0.9886393,-28.842281
7657.2,0.98890233,-28.856611
7660.8,0.99312228,-29.007832
7664.4,0.99096298,-28.894167
7668,0.98672634,-28.925718
7671.6,0.98757493,-29.040209
7675.2,0.98954314,-29.051485
7678.8,0.99189085,-29.127964
7682.4,0.99067706,-29.164755
7686,0.99026126,-29.114033
7689.6,0.98974806,-29.026768
7693.2,0.98946744,-29.167141
7696.8,0.98722339,-29.162186
7700.4,0.98877412,-29.214117
7704,0.98929524,-29.192646
7707.6,0.99045467,-29.137344
7711.2,0.99034238,-29.241037
7714.8,0.99035478,-29.279242
7718.4,0.98884058,-29.13924
7722,0.99008441,-29.287424
7725.6,0.98777646,-29.217297
7729.2,0.98962331,-29.440224
7732.8,0.99030328,-29.384672
7736.4,0.98989058,-29.235041
7740,0.98770458,-29.357277
7743.6,0.98681659,-29.287216
7747.2,0.98821491,-29.292667
7750.8,0.99078023,-29.413008
7754.4,0.99137712,-29.584579
7758,0.98882711,-29.495001
7761.6,0.98967749,-29.558876
7765.2,0.98934406,-29.706949
7768.8,0.99084163,-29.574799
7772.4,0.99067467,-29.556316
7776,0.98991352,-29.634289
7779.6,0.98744893,-29.724232
7783.2,0.98658156,-29.815414
7786.8,0.99105644,-29.658875
7790.4,0.98979485,-29.698746
7794,0.99142158,-29.809629
7797.6,0.9920947,-29.773502
7801.2,0.98902136,-29.679586
7804.8,0.99107295,-29.848822
7808.4,0.98876959,-29.811024
7812,0.9887284,-29.857958
7815.6,0.98928499,-29.720598
7819.2,0.99113715,-29.901693
7822.8,0.98977071,-29.795498
7826.4,0.99201566,-29.795074
7830,0.99119461,-29.653328
7833.6,0.99159592,-29.836432
7837.2,0.99016786,-29.912363
7840.8,0.98773509,-29.80234
7844.4,0.99022675,-29.838402
7848,0.98689771,-29.755409
7851.6,0.98818344,-29.818007
7855.2,0.98723245,-29.7903
7858.8,0.98946792,-29.698769
7862.4,0.98921186,-29.654137
7866,0.99099809,-29.74819
7869.6,0.9909656,-29.656975
7873.2,0.98899782,-29.6576
7876.8,0.98830396,-29.576277
7880.4,0.98843414,-29.598167
7884,0.98694438,-29.424814
7887.6,0.98743141,-29.307024
7891.2,0.98908323,-29.347366
7894.8,0.99050355,-29.516218
7898.4,0.9918437,-29.30131
7902,0.9901039,-29.384771
7905.6,0.99004364,-29.233353
7909.2,0.98924762,-29.285618
7912.8,0.98863524,-29.264763
7916.4,0.98671007,-29.178921
7920,0.98787254,-29.266514
7923.6,0.98795033,-29.267693
7927.2,0.9885397,-29.192232
7930.8,0.98990709,-29.253397
7934.4,0.99020708,-29.196331
7938,0.98956639,-29.271633
7941.6,0.98736084,-29.156076
7945.2,0.98601145,-29.204004
7948.8,0.98765707,-29.251022
7952.4,0.98675001,-29.27681
7956,0.990354,-29.201097
7959.6,0.99038976,-29.127502
7963.2,0.98935652,-29.162661
7966.8,0.99131823,-29.117548
7970.4,0.98803973,-29.256483
7974,0.98865312,-29.128998
7977.6,0.98818964,-29.227087
7981.2,0.98818177,-29.248571
7984.8,0.98724926,-29.117357
7988.4,0.98776877,-29.224958
7992,0.98857224,-29.161097
7995.6,0.9907099,-29.2665
7999.2,0.98969007,-29.190395
8002.8,0.99053591,-29.277531
8006.4,0.98983175,-29.356373
8010,0.9875778,-29.227459
8013.6,0.98714137,-29.10947
8017.2,0.98935658,-29.268885
8020.8,0.98594272,-29.279833
8024.4,0.98711717,-29.342285
8028,0.98970109,-29.234613
8031.6,0.98985445,-29.279922
8035.2,0.98753059,-29.208796
8038.8,0.9894504,-29.074518
8042.4,0.98881537,-29.119535
8046,0.98607302,-29.261009
8049.6,0.98676008,-29.289515
8053.2,0.98925531,-29.28483
8056.8,0.98714334,-29.348978
8060.4,0.98855698,-29.138472
8064,0.98741663,-29.282187
8067.6,0.9898538,-29.266115
8071.2,0.98889244,-29.385401
8074.8,0.98773921,-29.442524
8078.4,0.9859516,-29.371357
8082,0.98577619,-29.323803
8085.6,0.98839849,-29.449352
8089.2,0.98951697,-29.516718
8092.8,0.98956931,-29.632643
8096.4,0.98772311,-29.459829
8100,0.98975617,-29.49011
8103.6,0.98793614,-29.585737
8107.2,0.98580456,-29.594236
8110.8,0.98801368,-29.631485
8114.4,0.98987377,-29.71187
8118,0.99228692,-29.7048
8121.6,0.99054438,-29.728563
8125.2,0.99012506,-29.632526
8128.8,0.98953223,-29.634771
8132.4,0.9859364,-29.658577
8136,0.98926294,-29.78754
8139.6,0.98872137,-29.738358
8143.2,0.98785001,-29.767057
8146.8,0.98992014,-29.75334
8150.4,0.98693353,-29.744963
8154,0.98708183,-29.716177
8157.6,0.98916304,-29.762266
8161.2,0.98917931,-29.921007
8164.8,0.99032682,-29.845079
8168.4,0.9891395,-29.860504
8172,0.98824918,-29.863091
8175.6,0.98943865,-29.774635
8179.2,0.98847264,-29.890524
8182.8,0.98874825,-29.937813
8186.4,0.98868817,-30.036957
8190,0.98738253,-29.807343
8193.6,0.98810351,-29.905874
8197.2,0.9883045,-29.831596
8200.8,0.98985422,-29.867769
8204.4,0.98931181,-29.872419
8208,0.98765272,-29.826326
8211.6,0.98818988,-29.809364
8215.2,0.98797321,-29.787247
8218.8,0.99013573,-29.853245
8222.4,0.98877668,-29.833433
8226,0.98971725,-29.935255
8229.6,0.98899454,-29.861563
8233.2,0.9905495,-29.933195
8236.8,0.98998868,-29.852222
8240.4,0.99121624,-29.967384
8244,0.98802853,-29.979183
8247.6,0.98786962,-29.931522
8251.2,0.99012852,-29.877024
8254.8,0.98868489,-29.9785
8258.4,0.98860574,-30.097584
8262,0.98795962,-29.974829
8265.6,0.99089676,-30.10602
8269.2,0.98732644,-30.116022
8272.8,0.98781294,-30.077641
8276.4,0.9890238,-30.106535
8280,0.98965371,-30.202698
8283.6,0.9873426,-30.209917
8287.2,0.98799253,-30.085093
8290.8,0.9884752,-30.233791
8294.4,0.98990756,-30.269951
8298,0.98784906,-30.278696
8301.6,0.98598838,-30.22464
8305.2,0.9870165,-30.274141
8308.8,0.98611003,-30.169121
8312.4,0.98681909,-30.285202
8316,0.98504639,-30.298433
8319.6,0.98671049,-30.330221
8323.2,0.9879089,-30.309914
8326.8,0.98627388,-30.179642
8330.4,0.98760414,-30.260866
8334,0.98970425,-30.300297
8337.6,0.99038577,-30.200949
8341.2,0.98873889,-30.05718
8344.8,0.98773474,-29.92506
8348.4,0.99043792,-30.180786
8352,0.98756212,-30.118605
8355.6,0.98719519,-30.064491
8359.2,0.9879055,-30.053259
8362.8,0.98765969,-30.109493
8366.4,0.98742688,-30.160826
8370,0.9871875,-30.112755
8373.6,0.9869014,-30.088711
8377.2,0.98602515,-30.092085
8380.8,0.98583412,-30.258316
8384.4,0.98715955,-30.118839
8388,0.98858643,-30.076813
8391.6,0.9886089,-30.10631
8395.2,0.98788714,-30.140644
8398.8,0.98880619,-30.158331
8402.4,0.98788726,-30.073437
8406,0.98773623,-30.050808
8409.6,0.98832411,-30.059872
8413.2,0.98831058,-29.973005
8416.8,0.9888857,-30.046494
8420.4,0.98869842,-30.2003
8424,0.98622471,-30.243467
8427.6,0.98730838,-30.214622
8431.2,0.98868704,-30.143057
8434.8,0.98821491,-30.270119
8438.4,0.99033523,-30.044411
8442,0.98975104,-30.055384
8445.6,0.98996377,-30.249317
8449.2,0.98673844,-30.152243
8452.8,0.98764938,-30.128809
8456.4,0.9914431,-30.269545
8460,0.98726392,-30.219807
8463.6,0.98672414,-30.215538
8467.2,0.98872352,-30.186632
8470.8,0.98976731,-30.228001
8474.4,0.98682195,-30.18664
8478,0.98558408,-30.161751
8481.6,0.98767048,-30.187937
8485.2,0.98849928,-29.99901
8488.8,0.9871394,-30.196947
8492.4,0.98625678,-30.265173
8496,0.98849034,-30.298468
8499.6,0.9904539,-30.313927
8503.2,0.98745251,-30.180462
8506.8,0.98568767,-30.134686
8510.4,0.9854725,-30.184843
8514,0.98778981,-30.151611
8517.6,0.99038202,-30.136499
8521.2,0.98977733,-30.206259
8524.8,0.9889251,-30.32452
8528.4,0.98706651,-30.277727
8532,0.98918962,-30.344664
8535.6,0.98934335,-30.223751
8539.2,0.98979688,-30.353102
8542.8,0.98792845,-30.252869
8546.4,0.98733073,-30.299601
8550,0.98824686,-30.397833
8553.6,0.98900205,-30.366417
8557.2,0.99093962,-30.409658
8560.8,0.99040335,-30.412643
8564.4,0.98984641,-30.417299
8568,0.98994094,-30.351707
8571.6,0.98886973,-30.332663
8575.2,0.9865883,-30.414495
8578.8,0.98475456,-30.450216
8582.4,0.98705435,-30.432762
8586,0.98702806,-30.505045
8589.6,0.98809487,-30.327751
8593.2,0.98934197,-30.429703
8596.8,0.99013942,-30.41794
8600.4,0.98895496,-30.415655
8604,0.98836696,-30.513962
8607.6,0.98369122,-30.444906
8611.2,0.98766828,-30.480888
8614.8,0.99176472,-30.301567
8618.4,0.99017769,-30.488579
8622,0.98940861,-30.449974
8625.6,0.98985577,-30.591478
8629.2,0.98586917,-30.563284
8632.8,0.98871219,-30.509731
8636.4,0.99052179,-30.699348
8640,0.9902637,-30.622665
8643.6,0.9890278,-30.705217
8647.2,0.98964667,-30.679899
8650.8,0.99035949,-30.56979
8654.4,0.99207854,-30.543261
8658,0.9903506,-30.655745
8661.6,0.9877916,-30.658981
8665.2,0.99115688,-30.708647
8668.8,0.99063659,-30.802961
8672.4,0.98690677,-30.726688
8676,0.98855895,-30.772491
8679.6,0.98944104,-30.718756
8683.2,0.99051267,-30.884022
8686.8,0.99177438,-30.750635
8690.4,0.98983175,-30.759979
8694,0.9896037,-30.679861
8697.6,0.98853481,-30.700232
8701.2,0.98937744,-30.771362
8704.8,0.99052775,-30.659296
8708.4,0.98833054,-30.634291
8712,0.98897851,-30.845161
8715.6,0.98771489,-30.781208
8719.2,0.98664027,-30.827667
8722.8,0.99120528,-30.841225
8726.4,0.99085218,-30.959637
8730,0.9911015,-30.836067
8733.6,0.99092174,-30.841999
8737.2,0.99088955,-30.831202
8740.8,0.99041861,-30.895918
8744.4,0.98968589,-30.972689
8748,0.98759109,-31.034922
8751.6,0.98897564,-31.094666
8755.2,0.98907214,-31.009825
8758.8,0.9886772,-31.115631
8762.4,0.99251473,-31.152142
8766,0.99089223,-31.077587
8769.6,0.98950541,-31.157845
8773.2,0.99003839,-31.161184
8776.8,0.9893769,-31.105904
8780.4,0.98809975,-31.217823
8784,0.98875087,-31.057537
8787.6,0.99160022,-31.275549
8791.2,0.9905318,-31.160559
8794.8,0.98926365,-31.242641
8798.4,0.98869371,-31.306831
8802,0.99105507,-31.374645
8805.6,0.99131501,-31.303181
8809.2,0.98945719,-31.195992
8812.8,0.98736352,-31.314188
8816.4,0.99110365,-31.308956
8820,0.99081016,-31.390089
8823.6,0.9883396,-31.402313
8827.2,0.98843479,-31.358881
8830.8,0.99055624,-31.383429
8834.4,0.99017757,-31.525875
8838,0.98925477,-31.532433
8841.6,0.9885999,-31.442291
8845.2,0.99045819,-31.550438
8848.8,0.99268132,-31.509247
8852.4,0.98915714,-31.539618
8856,0.98964578,-31.504356
8859.6,0.99009943,-31.570765
8863.2,0.98990214,-31.634712
8866.8,0.98720986,-31.631876
8870.4,0.98844028,-31.642733
8874,0.99198472,-31.460609
8877.6,0.98817712,-31.693895
8881.2,0.98628908,-31.485666
8884.8,0.9895674,-31.554661
8888.4,0.9899714,-31.503719
8892,0.99030727,-31.686789
8895.6,0.98730057,-31.619715
8899.2,0.98898894,-31.530777
8902.8,0.99002838,-31.43428
8906.4,0.9918673,-31.520643
8910,0.98772252,-31.571768
8913.6,0.98673874,-31.571594
8917.2,0.98779744,-31.637728
8920.8,0.98964942,-31.653265
8924.4,0.99041831,-31.62085
8928,0.99030089,-31.591736
8931.6,0.98837882,-31.553968
8935.2,0.98691589,-31.580507
8938.8,0.98993808,-31.735029
8942.4,0.98688126,-31.636782
8946,0.98923558,-31.689428
8949.6,0.99054748,-31.551363
8953.2,0.99024498,-31.575214
8956.8,0.99080729,-31.605745
8960.4,0.98846132,-31.526665
8964,0.99088073,-31.608028
8967.6,0.99018627,-31.622271
8971.2,0.98593473,-31.496889
8974.8,0.99014425,-31.662046
8978.4,0.98796469,-31.580154
8982,0.98919117,-31.68021
