82403.8156509,6.55254826734e-11
77647.2205419,5.54526650654e-11
72489.0495609,4.70702682977e-11
67018.5072191,3.42929326534e-11
61349.0322581,2.53651482249e-11
55555.7482517,1.84452148692e-11
49824.3410276,8.62021736561e-12
44306.7946815,-3.61055707511e-12
39187.7042254,-1.37216864986e-11
34531.7543071,-2.47119764219e-11
30454.075062,-3.87561888e-11
26901.4599878,-5.07463577433e-11
23681.1088808,-5.83339388127e-11
20541.4778598,-7.05216678302e-11
17196.6104442,-8.27657706769e-11
13382.7089783,-9.18949842514e-11
3784.28145266,-1.16089837773e-10
-1832.68276762,-1.22530470339e-10
-7721.36133333,-1.3360509274e-10
-7740.22129784,-1.2683849919e-10
-1848.85621762,-1.1482879921e-10
3746.91879699,-1.03638499373e-10
8849.60394537,-9.1759425093e-11
13344.6949807,-7.98417579992e-11
17146.2556962,-6.54074898976e-11
20502.1939163,-5.80149070124e-11
23644.1989987,-4.45852899043e-11
26862.19202,-3.5128724794e-11
30417.1913815,-2.40074503513e-11
34492.496134,-1.34344414502e-11
39171.6658031,-4.52908164706e-12
44323.7672872,7.78833699438e-12
49851.8645833,1.78059965515e-11
55586.5252918,2.61923735333e-11
61396.4050132,3.13976265137e-11
67075.2460733,4.43364276992e-11
72527.6684211,5.44733788933e-11
77680.8534031,6.10585976215e-11
82406.4571805,5.79020661174e-11
52768.1764706,5.17926806507e-13
53255.5932464,-6.48412254476e-13
